nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT05247268,Gonadotropin-releasing Hormone Agonist (GnRHa) Plus Letrozole In Young Women With Early Endometrial Cancer,"

* Consent informed and signed
* Primarily have a confirmed diagnosis of early-stage endometrial cancer (endometrioid, grade I, without myometrial inva- sion) ) based upon endometrial biopsy, diagnostic curettage or hysteroscopy
* No signs of suspicious myometrial invasion or extrauterine metastasis by enhanced magnetic resonance imaging (MRI), enhanced computed tomography (CT) or transvaginal ultrasonography (TVUS)
* Have a strong desire for remaining reproductive function or uterus
* Have good compliance and follow-up conditions, and patients are willing to follow up in Obstetrics and Gynecology Hospital of Fudan University in time

","以下是针对提供的入组标准的英文问题和答案，以JSON格式呈现：

```json
[
  {
    ""question"": ""Have you provided informed consent and signed the necessary documents?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Do you have a confirmed diagnosis of early-stage endometrial cancer (endometrioid, grade I, without myometrial invasion)?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Based on your medical reports, are there any signs of suspicious myometrial invasion or extrauterine metastasis identified through enhanced MRI, CT, or TVUS?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Do you have a strong desire to maintain your reproductive function or uterus?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Are you willing and able to comply with the study requirements and follow-up schedule at the Obstetrics and Gynecology Hospital of Fudan University?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Please specify the type of your early-stage endometrial cancer diagnosis (e.g., endometrioid, grade I):"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Has your diagnosis been confirmed by any of the following procedures: endometrial biopsy, diagnostic curettage, or hysteroscopy?"",
    ""type"": 1,
    ""option"": []
  }
]
```

这些问题包含了判断题和填空题，旨在根据提供的入组标准获取患者的信息。"
NCT05032768,The Association Between Radiation Dermatitis and Skin Microbiome in Breast Cancer Patients,"

1. Female patients
2. Invasive breast cancer confirmed by pathology
3. Underwent mastectomy and breast reconstruction
4. Radiotherapy after breast reconstruction
5. ECOG score 0-1
6. Signed informed consent

","[""Are you a female patient?"", ""Has your invasive breast cancer been confirmed by pathology?"", ""Did you undergo mastectomy and breast reconstruction?"", ""Did you receive radiotherapy after breast reconstruction?"", ""What is your ECOG score (0-1)?"", ""Have you signed the informed consent?""]"
NCT05759572,Apatinib With CDK4/6 Inhibitor and Endocrine Therapy in HR+/ HER2- Advanced Breast Cancer,"

* Females ≥18 years and ≤ 75 years old;
* Histologically confirmed HR + / HER2- invasive breast cancer (specific definition: immunohistochemical detection of ER\> 10% tumor cell positive is defined as ER positive, PR\> 10% tumor cell positive is defined as PR positive, ER and / or PR Positive is defined as HR positive; HER2 0-1 + or HER2 is ++ but negative followed by FISH detection, no amplification, defined as HER2 negative);
* Subtype of similarity network fusion-4 (SNF-4) confirmed by the Department of Pathology and Key Laboratory of Breast Cancer of Fudan University Affiliated Cancer Hospital • Locally advanced breast cancer (incapable of radical local treatment) or recurrent metastatic breast cancer;
* Measurable disease according to Response Evaluation Criteria in Solid Tumors v1.1 (RECIST v1.1); or unmeasurable lytic or mixed (osteolytic + osteoblastic) bone lesions in the absence of measurable lesions;
* Has adequate bone marrow function: absolute neutrophil count \> 1.5x10ˆ9 /L; platelet count \> 75x10ˆ9 /L, hemoglobin \> 9g/dL;
* Patients had received no previous chemotherapy or targeted therapy for metastatic disease

  - Page 3 of 4 \[DRAFT\] -
* Has adequate liver function and kidney function: serum creatinine
* ECOG score ≤ 2 and life expectancy ≥ 3 months;
* Participants voluntarily joined the study, has signed informed consent before any trial related activities are conducted, has good compliance and has agreed to follow-up

","[""Are you a female between 18 and 75 years of age?"", ""Has your breast cancer been confirmed as HR+/HER2-?"", ""Has your breast cancer subtype been confirmed as SNF-4 by the Department of Pathology?"", ""Do you have locally advanced or recurrent metastatic breast cancer?"", ""Do you have measurable disease according to RECIST v1.1, or unmeasurable bone lesions?"", ""Is your bone marrow function adequate with ANC > 1.5x10^9/L, platelet count > 75x10^9/L, and hemoglobin > 9g/dL?"", ""Have you received any previous chemotherapy or targeted therapy for metastatic disease?"", ""Is your liver and kidney function adequate?"", ""What is your ECOG score?"", ""Do you have a life expectancy of at least 3 months?"", ""Have you voluntarily joined the study and signed the informed consent?"", ""Are you willing to comply with the study protocol and agree to follow-up?""]"
NCT05192668,The Setting and Effect Evaluation of QT in NICU,"

* Birth weight \<1500g;
* Admit within 24 hours of birth;
* The guardian signs the informed consent.

","[""Was the baby's birth weight less than 1500 grams?"", ""Was the baby admitted within 24 hours of birth?"", ""Has the guardian signed the informed consent?"", ""Please fill in the baby's birth weight: _______ grams.""]"
NCT05873972,Multimodal Model for Efficacy Prediction Cetuximab in Colorectal Cancer Liver Metastasis Patient,"

1. Age 18-75 years;
2. Histologically proven colorectal adenocarcinoma;
3. Simultaneous liver-limited metastases;
4. Initially unresectable liver metastases determined by a local MDT;
5. Life expectancy of \> 6 months;
6. RAS and BRAF V600E wild-type;
7. ECOG 0-1;
8. Available CT imaging before treatment.

","[""What is your age?"", ""Have you been diagnosed with histologically proven colorectal adenocarcinoma?"", ""Do you have simultaneous liver-limited metastases?"", ""Are your liver metastases initially unresectable as determined by a local MDT?"", ""Is your life expectancy greater than 6 months?"", ""Are you RAS and BRAF V600E wild-type?"", ""What is your ECOG status (0-1)?"", ""Do you have available CT imaging before treatment?""]"
NCT05953168,T-DXd in the First-Line Treatment of Locally Advanced or Metastatic TNBC-LAR HER2-low Patients,"

1. Women aged 18-70 years old;
2. Eastern Cooperative Oncology Group (ECOG) Performance Status Scale score 0 or 1;
3. Expected lifetime of not less than three months;
4. Disease-free interval \>6 months；
5. Adequate tumor tissue samples collected within a time frame of less than 3 months;
6. Histological results recorded as TNBC \[negative HER2, ER, and progesterone receptor (PgR) status\] and LAR subtype according to the classification of Fudan University Shanghai Cancer Center (FUSCC);
7. Measurable disease according to Response Evaluation Criteria in Solid Tumors v1.1 (RECIST v1.1);
8. Cancer stage: recurrent or metastatic breast cancer; Local recurrence be confirmed by the researchers could not be radical resected;
9. Adequate hematologic and end-organ function, laboratory test results;
10. Within the 3 weeks prior to study initiation, patients have not received radiotherapy, endocrine therapy, targeted therapy, or surgery, and have recovered from acute toxicities associated with previous treatments (if surgery was performed, wound healing is complete); no peripheral neuropathy or grade I peripheral neurotoxicity.
11. Female subjects with fertility are required to use a medically approved contraceptive method during the study treatment；
12. Participants voluntarily joined the study, has signed informed consent before any trial related activities are conducted, has good compliance and has agreed to follow-up.

","[""Are you a woman aged between 18 to 70 years old?"", ""What is your Eastern Cooperative Oncology Group (ECOG) Performance Status Score?"", ""Do you have an expected lifetime of at least three months?"", ""How long has it been since your last disease-free interval?"", ""Were tumor tissue samples collected within less than 3 months ago?"", ""Is your histological result classified as TNBC (negative HER2, ER, and PgR) and LAR subtype according to FUSCC?"", ""Do you have measurable disease according to RECIST v1.1?"", ""What is your cancer stage? (Recurrent or metastatic, please specify)"", ""Do you have adequate hematologic and end-organ function as shown by laboratory tests?"", ""Have you received radiotherapy, endocrine therapy, targeted therapy, or surgery in the past 3 weeks?"", ""Are you currently experiencing any peripheral neuropathy or have grade I peripheral neurotoxicity?"", ""If you are a female of childbearing potential, are you using a medically approved contraceptive method?"", ""Have you voluntarily joined the study and signed the informed consent?""]"
NCT04078568,Efficacy of Immunoglobulin Plus Prednisolone in Reducing Coronary Artery Lesion in Patients With Kawasaki Disease,"

* Meeting diagnostic criteria for Kawasaki disease (KD) released by American Heart Association (AHA) in 2017
* Diagnosed before the tenth day of illness (with the first day of illness defined as the first day of fever)
* Not treated with IVIG yet
* Age ≥1 month

","[""Do you meet the diagnostic criteria for Kawasaki disease (KD) according to the American Heart Association (AHA) 2017 guidelines?"", ""Has the diagnosis of Kawasaki disease been made before the tenth day of illness?"", ""Have you received intravenous immunoglobulin (IVIG) treatment yet?"", ""What is the age of the patient?"", ""The first day of illness is defined as the first day of fever. On which day was the fever first noticed?"", ""Is the patient's age greater than or equal to 1 month?""]"
NCT04356872,"The Combination of Sintilimab and AI (Doxorubicin, ADM/Ifosfamide, IFO) for the First Line Treatment of Select Type of Metastatic/Unresectable Soft Tissue Sarcoma","

* Men and women aged 18-75 years;
* Provide written informed consent;
* Local advanced or metastatic unresectable sarcoma;
* Histologically confirmed undifferentiated pleomorphic sarcoma, synovial sarcoma, de-differentiated liposarcoma and myxoid liposarcoma;
* Performance status of 0 to 1 on the Eastern Cooperative Oncology Group (ECOG) performance scale;
* Have measurable disease based on Response Evaluation Criteria in Solid Tumors (RECIST) 1.1;
* Life span expectation over 3 months
* Absolute neutrophil count (ANC) ≥1,500/mcL (within 7 days of treatment initiation) ；
* Hemoglobin ≥9 g/dL (within 7 days of treatment initiation) ；
* Platelets ≥ 90,000/mcL (within 7 days of treatment initiation) ；
* Serum creatinine ≤ 1.5 X upper limit of normal (ULN) or creatinine clearance \[CrCl\]) ≥ 50 mL/min for subject with creatinine levels (within 7 days of treatment initiation) ；
* Serum total bilirubin ≤ 1.5 X ULN (within 7 days of treatment initiation) ；
* Aspartate aminotransferase (AST) (serum glutamic oxaloacetic transaminase \[SGOT\]) and alanine aminotransferase (ALT) (serum glutamate pyruvate transaminase \[SGPT\]) ≤ 2.5 X ULN or =\< 5 X ULN for subjects with liver metastases (within 7 days of treatment initiation)；

","[""Are you between the ages of 18-75 years old?"", ""Can you provide written informed consent?"", ""Do you have locally advanced or metastatic unresectable sarcoma?"", ""Is your sarcoma histologically confirmed as undifferentiated pleomorphic, synovial, de-differentiated liposarcoma, or myxoid liposarcoma?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"", ""Do you have measurable disease according to RECIST 1.1 criteria?"", ""Is your life expectancy over 3 months?"", ""What is your absolute neutrophil count (ANC) within 7 days of treatment initiation?"", ""What is your hemoglobin level within 7 days of treatment initiation?"", ""What are your platelet counts within 7 days of treatment initiation?"", ""Is your serum creatinine level \u2264 1.5 X ULN or is your creatinine clearance \u2265 50 mL/min?"", ""What is your serum total bilirubin level within 7 days of treatment initiation?"", ""Are your AST and ALT levels \u2264 2.5 X ULN or \u2264 5 X ULN if you have liver metastases, within 7 days of treatment initiation?""]"
NCT05503238,The Effects of Mother-infant Skin-to-skin Contact on Stress Response of Preterm Infants,"

* 31 weeks≤gestational age\<37 weeks;
* Birth weight ≥ 1500g;
* Admission age \< 24h;
* No congenital malformations;
* Vital signs are stable and does not use ventilator and other auxiliary life support systems.

","[""What is your gestational age? (Please fill in the number of weeks.)"", ""Is your gestational age less than or equal to 37 weeks and greater than or equal to 31 weeks?"", ""What is the birth weight of your baby? (Please fill in the weight in grams.)"", ""Is the birth weight of your baby greater than or equal to 1500 grams?"", ""How old was your baby at the time of admission? (Please fill in the number of hours.)"", ""Was your baby's admission age less than 24 hours?"", ""Does your baby have any congenital malformations?"", ""Are your baby's vital signs stable and is he/she not using a ventilator or other auxiliary life support systems?""]"
NCT04192708,Study of Analgesic Efficacy of Nerve Blocks on Otoplastic Surgery,"

1. Clinical diagnosis of microtia
2. Scheduled for rib cartilage harvest from three ribs for auricular reconstruction.

","以下是针对您提供的入组标准的英文问题和JSON格式输出：

```json
[
  {
    ""question"": ""Have you been clinically diagnosed with microtia?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Are you scheduled to have rib cartilage harvested from three ribs for auricular reconstruction?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""How many ribs will be used for the rib cartilage harvest for your auricular reconstruction? ____________"",
    ""type"": 1,
    ""option"": []
  }
]
```

这个JSON包含了两个判断题和一个填空题。判断题用于确认患者是否符合特定的诊断和手术计划，而填空题用于获取具体信息关于手术涉及到的肋骨数量。"
NCT05468138,PD-1 Antibody Adjuvant Therapy for GC Patients With MSI-H After D2 Radical Surgery,"

1. Written (signed) informed consent;
2. D2 radical gastrectomy for gastric cancer
3. Postoperative pathology confirmed II-IIIc stage gastric adenocarcinoma with dMMR/MSI-H status;
4. Female or male, 18-75 years;
5. ECOG 0-1, no surgery contraindications;
6. No initial treatment (radiotherapy / chemotherapy / immunotherapy).;
7. Esophagus not involved ≥ 3cm;
8. Basic diseases without thyroid and cardiopulmonary dysfunction
9. Adequate hematological, liver, renal and coagulation function; 1) Platelet (PLT) count ≥100,000 /mm3; 2) Neutrophil count (ANC) ≥1,500 /mm3; 3) Hemoglobin (Hb) level ≥9.0 g/dl; 4) International normalized ratio (INR) ≤1.5; 5) Prothrombin time (PT) and activated partial thromboplastin time (APTT) ≤1.5×ULN; 6) Glycosylated hemoglobin (HbA1c) \<7.5%; 7) Total bilirubin (TBIL) level ≤1.5×ULN; 8) Alanine aminotransferase (ALT) and aspartate aminotransferase (AST) level ≤2.5×ULN (≤5×ULN in case of liver metastasis); 9) Alkaline phosphatase level ≤2.5×ULN (≤5×ULN in case of liver metastasis); 10) Serum creatinine (Cr) level ≤1.5×ULN and creatinine clearance ≥60 ml/min; 11) Thyroid stimulating hormone (TSH) ≤ULN; 12) Normal serum free thyroid hormone (T4); 13) Normal serum free triiodothyronine (T3); 14) Serum amylase ≤1.5×ULN; 15) Lipase ≤1.5×ULN.
10. Females of child bearing age must have a negative pregnancy test, and have to take contraception measures and avoid breast feeding during the study and for 3 months after the last dose; male subjects must agree to taken contraception measures during the study and for 3 months after the last dose.

","[""Have you provided written (signed) informed consent?"", ""Did you undergo a D2 radical gastrectomy for gastric cancer?"", ""Was your postoperative pathology confirmed as II-IIIc stage gastric adenocarcinoma with dMMR/MSI-H status?"", ""Are you between the ages of 18-75 years old?"", ""What is your ECOG performance status (0-1)?"", ""Do you have any surgery contraindications?"", ""Have you received any initial treatment (radiotherapy/chemotherapy/immunotherapy) before?"", ""Was the esophagus not involved by at least 3cm?"", ""Do you have any basic diseases affecting the thyroid or cardiopulmonary function?"", ""Please provide your platelet (PLT) count (must be \u2265100,000/mm3):"", ""Please provide your neutrophil count (ANC) (must be \u22651,500/mm3):"", ""What is your hemoglobin (Hb) level (must be \u22659.0 g/dl)?"", ""What is your International normalized ratio (INR) (must be \u22641.5)?"", ""Please provide your prothrombin time (PT) and activated partial thromboplastin time (APTT) (must be \u22641.5\u00d7ULN):"", ""What is your glycosylated hemoglobin (HbA1c) level (must be <7.5%)?"", ""Please provide your total bilirubin (TBIL) level (must be \u22641.5\u00d7ULN):"", ""Please provide your Alanine aminotransferase (ALT) and aspartate aminotransferase (AST) level (must be \u22642.5\u00d7ULN, \u22645\u00d7ULN in case of liver metastasis):"", ""Please provide your alkaline phosphatase level (must be \u22642.5\u00d7ULN, \u22645\u00d7ULN in case of liver metastasis):"", ""Please provide your serum creatinine (Cr) level and creatinine clearance (must be \u22641.5\u00d7ULN and \u226560 ml/min):"", ""What is your thyroid stimulating hormone (TSH) level (must be \u2264ULN)?"", ""Do you have normal serum free thyroid hormone (T4) levels?"", ""Do you have normal serum free triiodothyronine (T3) levels?"", ""Please provide your serum amylase level (must be \u22641.5\u00d7ULN):"", ""Please provide your lipase level (must be \u22641.5\u00d7ULN):"", ""If you are a female of childbearing age, have you had a negative pregnancy test?""]"
NCT04528108,Chinese Medicine Periodic Therapy for Dysfunctional Uterine Bleeding During Adolescence With Yin Deficiency and Blood Heat Syndrome,"

* satisfy the diagnostic criteria in the textbook\<Obstetrics and Gynecology\> with dysfunctional uterine bleeding
* age between 10-18 years
* course of the disease is 2 months or more.

","以下是针对您提供的入组标准生成的问题，以JSON格式表示：

```json
[
  {
    ""question"": ""Do you satisfy the diagnostic criteria for dysfunctional uterine bleeding as per the textbook Obstetrics and Gynecology?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""What is your age?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Is your age between 10-18 years?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""How long have you been experiencing the symptoms of the disease?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Has the course of the disease been 2 months or more?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  }
]
```

这些问题包括了判断题和填空题，用于确认患者是否符合入组标准。"
NCT05772208,Intensified Treatments for Patients With Locally Advanced Nasopharyngeal Carcinoma With Detectable EBV DNA After One Cycle GP Regime Neoadjuvant Chemotherapy,"

1. Patients with newly histologically confirmed non-keratinizing nasopharyngeal carcinoma, type of WHO II or III, EGFR+.
2. Age 18-70 years.
3. Clinical stage III-IVa (based on the 8th American Joint Committee on Cancer\[AJCC\] edition).
4. Patients with detectable pre-treatment plasma EBV DNA which remained detectable after one cycle neoadjuvant.
5. ECOG (Eastern Cooperative Oncology Group) score: 0-1
6. Hemoglobin (HGB) ≥90 g/L, white blood cell (WBC) ≥4×109 /L, platelet (PLT) ≥100×109 /L.
7. Liver function: Alanine transaminase(ALT), Aspartate aminotransferase(AST)\< 1.5 times the upper limit of normal value (ULN), total bilirubin \<1.0×ULN.
8. Renal function: serum creatinine \<1×ULN.
9. Patients must sign informed consent and be willing and able to comply with the requirements of visits, treatment, laboratory tests and other research requirements stipulated in the research schedule.

","[""Have you been newly histologically confirmed with non-keratinizing nasopharyngeal carcinoma, type WHO II or III, and are you EGFR+?"", ""What is your age?"", ""Are you at clinical stage III-IVa according to the 8th AJCC edition?"", ""Did your pre-treatment plasma EBV DNA remain detectable after one cycle of neoadjuvant therapy?"", ""What is your ECOG score?"", ""Is your hemoglobin level at or above 90 g/L?"", ""Is your white blood cell count at or above 4\u00d710^9 /L?"", ""Is your platelet count at or above 100\u00d710^9 /L?"", ""Are your liver function tests (ALT and AST) less than 1.5 times the upper limit of normal?"", ""Is your total bilirubin level less than 1.0\u00d7ULN?"", ""Is your serum creatinine level less than 1\u00d7ULN?"", ""Have you signed the informed consent and are you willing and able to comply with the visit, treatment, laboratory tests, and other research requirements?""]"
NCT06221423,Fruquintinib Combined With TAS-102 in Refractory Metastatic Colorectal Cancer,"

* Histology-confirmed metastatic CRC (mCRC)
* Disease progression on standard therapy with at least two lines of chemotherapy, including fluorouracil, oxaliplatin, and irinotecan with or without biologics such as bevacizumab and cetuximab
* Fruquintinib administered as salvage treatment
* Age: 18-75 years old
* Informed consent

","[""Is your colorectal cancer confirmed to be metastatic by histology?"", ""Have you experienced disease progression after receiving at least two lines of chemotherapy, including fluorouracil, oxaliplatin, and irinotecan, with or without biologics such as bevacizumab and cetuximab?"", ""Are you being treated with fruquintinib as a salvage treatment?"", ""What is your age?"", ""Have you provided informed consent for participation in the study?""]"
NCT04922008,Stage I HER2 Positive Invasive Breast Cancer De-escalation Study(IRIS-C/D),"

* Females 18-70 years old;
* Pathological confirmed of stage I breast cancer: histologically confirmed that the longest diameter of invasive cancer is no more than 2cm and the lymph node is negative (N0);
* If a patient is HR negative(ER/PR\<10%), the longest diameter of invasive cancer could not exceed 2cm; while if a patient is HR positive(ER and/or PR ≥10%）,the longest diameter of invasive cancer is greater than 1cm and no more than 2cm;
* The pathological type of immunohistochemistry must meet the following conditions: HER-2 (3+) or HER-2 (0-2 +) with FISH detection is amplified;
* For patients with invasive lesions on both sides, if both lesions are HER-2 positive and meet the tumor size requirements, then can be enrolled;
* Has adequate organ function meeting the following criteria: (1) adequate bone marrow function: hemoglobin ≥ 90 g/L (no blood transfusion within 14 days); absolute neutrophil count ≥ 1.5 x 109 /L; platelet count ≥ 100 \* 109 /L; (2)adequate liver and kidney function: Alanine Aminotransferase (ALT) ≤ 3×upper limit of normal (ULN), Aspartate Aminotransferase (AST)

  ≤ 3×ULN, Total Bilirubin (TBIL)≤ 1.5×ULN, serum creatinine ≤ 1×ULN#and with endogenous creatinine clearance rate of \>50 ml/min (Cockcroft-Gault formula);
* LVEF\>50%;
* The patient voluntarily joined the study, signed the informed consent form, had good compliance, and cooperated with the follow-up.

","[""Are you a female between the ages of 18 and 70?"", ""Has your stage I breast cancer been pathologically confirmed with a longest diameter of invasive cancer no more than 2cm and negative lymph nodes (N0)?"", ""If you are HR negative (ER/PR < 10%), what is the longest diameter of your invasive cancer?"", ""If you are HR positive (ER and/or PR \u2265 10%), what is the longest diameter of your invasive cancer?"", ""Does your immunohistochemistry pathological type meet the condition of HER-2 (3+) or HER-2 (0-2+) with amplified FISH detection?"", ""If you have invasive lesions on both sides, are they both HER-2 positive and meet the tumor size requirements?"", ""Do you have adequate bone marrow function with hemoglobin \u2265 90 g/L (no blood transfusion within 14 days), absolute neutrophil count \u2265 1.5 x 10^9/L, and platelet count \u2265 100 x 10^9/L?"", ""Is your liver and kidney function adequate with ALT \u2264 3\u00d7ULN, AST \u2264 3\u00d7ULN, TBIL \u2264 1.5\u00d7ULN, and serum creatinine \u2264 1\u00d7ULN with an endogenous creatinine clearance rate of >50 ml/min?"", ""Is your LVEF greater than 50%?"", ""Have you voluntarily joined the study, signed the informed consent form, and agreed to comply with the study and cooperate with follow-up?""]"
NCT06249308,Liquid Biopsy-based Early Detection of Ovarian Cancer: a Proof-of-concept Study ( PROFOUND-OC ),"

* 40-75 years old
* Clinically and/or pathologically diagnosed ovarian cancer
* No prior or undergoing any systemic or local antitumor therapy, including but not limited to surgical resection, radiochemotherapy, endocrinotherapy, targeted therapy, immunotherapy, interventional therapy, etc.
* Able to provide a written informed consent and willing to comply with all part of the protocol procedures

","[""What is your age?"", ""Have you been clinically and/or pathologically diagnosed with ovarian cancer?"", ""Have you undergone any prior or are currently undergoing systemic or local antitumor therapy, such as surgical resection, radiochemotherapy, endocrinotherapy, targeted therapy, immunotherapy, interventional therapy, etc.?"", ""Are you able to provide a written informed consent?"", ""Are you willing to comply with all parts of the protocol procedures?""]"
NCT06031181,Sublobar Resection for Adenocarcinoma in Situ/Minimally Invasive Adenocarcinoma Diagnosed by Intraoperative Frozen Section (ECTOP-1019),"

1. Patients who sign the informed consent form and are willing to complete the study according to the plan;
2. Aged from 18 to 80 years old;
3. ECOG equals 0 or 1;
4. Not receiving lung cancer surgery before;
5. Resectable peripheral cT1N0M0 tumors;
6. Single lung nodules with ground-glass dominant or pure ground-glass on CT, or multiple lung nodules with the major lesion being the aforementioned nodules;
7. Adenocarcinoma in Situ/Minimally Invasive Adenocarcinoma Diagnosed by Intraoperative Frozen Section
8. Not receiving chemotherapy or radiotherapy before.

","[""Have you signed the informed consent form and are you willing to complete the study as planned?"", ""What is your age?"", ""What is your ECOG status?"", ""Have you undergone lung cancer surgery before?"", ""Do you have resectable peripheral cT1N0M0 tumors?"", ""Do you have single lung nodules with ground-glass dominant or pure ground-glass on CT, or multiple lung nodules with the major lesion being the aforementioned nodules?"", ""Has your tumor been diagnosed as adenocarcinoma in Situ/Minimally Invasive Adenocarcinoma by Intraoperative Frozen Section?"", ""Have you received chemotherapy or radiotherapy before?""]"
NCT04555369,The Value of ctDNA on Chemotherapy Efficacy for mCRC,"

aged ≥18 years with histologically or cytologically confirmed advanced colorectal adenocarcinoma Eastern Cooperative Oncology Group performance status of 0 to 2 life expectancy of ≥ 3 months at least one measurable metastatic lesion have adequate bone marrow, hepatic, and renal function

","[""Are you aged 18 years or older?"", ""Have you been histologically or cytologically confirmed with advanced colorectal adenocarcinoma?"", ""What is your Eastern Cooperative Oncology Group performance status (range from 0 to 2)?"", ""Do you have a life expectancy of at least 3 months?"", ""Do you have at least one measurable metastatic lesion?"", ""Do you have adequate bone marrow function?"", ""Do you have adequate hepatic function?"", ""Do you have adequate renal function?""]"
NCT05771181,Vitamin E Combined With Fruquintinib and Tislelizumab in Microsatellite Stabilized Metastatic Colorectal Cancer Patients,"

1. Age ≥18 years old, both sexes;
2. Patients with histologically or cytologically confirmed unresectable and metastatic CRC;
3. Recist1.1-defined disease progression or intolerance to prior standard therapy during or after standard therapy. Standard therapy was required to include all the following agents: fluorouracilines, chemotherapy agents such as irinotecan, and oxaliplatin, with or without an anti-VEGF monoclonal antibody (e.g., bevacizumab). Left-sided KRAS/NRAS/BRAF wild-type subjects received combined anti-EGFR mAb (cetuximab or panitumumab).
4. Before enrollment, the tumor tissue was pMMR by immunohistochemistry, or MSS or MSI-L by PCR or NGS;
5. Patients with ECOG score of 0-1 and expected survival time ≥3 months, patients who can cooperate to observe adverse reactions and efficacy;
6. At least one measurable tumor lesion according to RECIST 1.1 criteria;
7. Good organ function:

   1. neutrophil ≥1.5\*109/L; Platelet ≥100\*109/L; Hemoglobin ≥9g/dl; Serum albumin ≥3g/dl;
   2. Thyroid stimulating hormone (TSH) ≤ 1 times the upper limit of normal, T3 and T4 in the normal range;
   3. bilirubin ≤ 1.5 times the upper limit of normal value; ALT and AST≤ 2 times the upper limit of normal;
   4. Serum creatinine ≤ 1.5 times the upper limit of normal, creatinine clearance ≥60ml/min;
   5. International normalized ratio (INR) or prothrombin time (PT) ≤ 1.5 times the upper limit of the normal range, unless the patient is receiving anticoagulant therapy and the PT value is within the intended range for anticoagulant therapy;
   6. Activated partial thromboplastin time (aPTT) ≤ 1.5 times the upper limit of normal;
8. There were no serious concomitant diseases that could make the survival time less than 5 years;
9. Negative pregnancy test in female subjects (for female patients of childbearing potential); Infertile female patients;
10. Male patients of childbearing potential and female patients of childbearing potential and at risk of pregnancy must agree to use adequate contraception for the entire duration of the study and for 12 months after receiving treatment with the protocol;
11. Signed and dated informed consent indicating that the patient has been informed about all relevant aspects of the study;
12. Patients who are willing and able to comply with the visit schedule, treatment plan, laboratory tests, and other study procedures;
13. Willing to comply with the arrangement during the study period can not participate in any other clinical research on drugs and medical devices.

","[""Are you 18 years of age or older?"", ""Have you been histologically or cytologically confirmed with unresectable and metastatic CRC?"", ""Did you experience RECIST 1.1-defined disease progression or intolerance to prior standard therapy?"", ""Did your standard therapy include fluorouracilines, irinotecan, oxaliplatin, and possibly an anti-VEGF monoclonal antibody?"", ""Is your tumor tissue pMMR by immunohistochemistry, or MSS or MSI-L by PCR or NGS?"", ""What is your ECOG score?"", ""Do you have an expected survival time of 3 months or more?"", ""Do you have at least one measurable tumor lesion according to RECIST 1.1 criteria?"", ""Is your neutrophil count \u22651.5*10^9/L?"", ""Is your platelet count \u2265100*10^9/L?"", ""Is your hemoglobin level \u22659g/dl?"", ""Is your serum albumin level \u22653g/dl?"", ""Is your TSH \u22641 times the upper limit of normal?"", ""Is your bilirubin level \u22641.5 times the upper limit of normal?"", ""Are your ALT and AST \u22642 times the upper limit of normal?"", ""Is your serum creatinine \u22641.5 times the upper limit of normal?"", ""Is your INR or PT \u22641.5 times the upper limit of the normal range?"", ""Is your aPTT \u22641.5 times the upper limit of normal?"", ""Do you have any serious concomitant diseases that could make the survival time less than 5 years?"", ""If you are a female subject, have you had a negative pregnancy test?"", ""If you are a male patient or a female patient of childbearing potential, have you agreed to use adequate contraception?"", ""Have you signed and dated the informed consent form?"", ""Are you willing and able to comply with the visit schedule, treatment plan, laboratory tests, and other study procedures?"", ""Are you willing to comply with the arrangement not to participate in any other clinical research during the study period?""]"
