nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT05823987,Oncolytic Virotherapy Combined With Tislelizumab Plus Lenvatinib in Patients With Advanced Biliary Tract Cancer (OPTIONS-05),"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Participants must have unresectable or metastatic histologically or cytologically confirmed biliary tract cancer (BTC)
* Participants must have failed 1 line of systemic regimens for advanced BTC due to disease progression or toxicity.
* At least one measurable site of disease as defined by RECIST criteria with spiral CT scan or MRI.
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you obtained written informed consent for this study?"", ""Are you aged 18 years or older?"", ""Is your diagnosis of biliary tract cancer confirmed through a biopsy or cytology examination?"", ""Have you previously received one line of systemic treatment for advanced biliary tract cancer that has either led to disease progression or toxicity?"", ""Can you provide documentation of at least one measurable site of disease according to RECIST criteria?"", ""Your ECOG performance status is recorded as 0, 1 or 2?"", ""Do you have a life expectancy of at least 12 weeks?"", ""Your blood counts, liver enzymes, and renal function meet the specified thresholds?"", ""Are you capable of complying with the trial requirements throughout its duration, including adherence to treatment, contraceptive measures, and scheduled visits?"", ""If you are a female patient with reproductive potential, have you undergone a negative pregnancy test within the last 7 days before the trial begins?""]"
NCT04528433,A Randomized Controlled Study of Medical-education-community Collaborated Intervention in Children With ADHD,"

* Diagnosed with ADHD
* Doctor rated SNAP-IV Inattention of Hyperactivity/Impulsivity score\>12
* Full-Scale Intelligence Quotient\>=80 (Wechsler intelligence scale for children-IV)

","[""Are you diagnosed with ADHD?"", ""Has your doctor rated your SNAP-IV Inattention or Hyperactivity/Impulsivity score as greater than 12?"", ""Is your Full-Scale Intelligence Quotient equal to or greater than 80 according to the Wechsler intelligence scale for children-IV?"", ""Please provide your age."", ""Do you have acute leukemia?"", ""Have you been diagnosed with myelodysplastic syndrome?"", ""Have you been diagnosed with myeloproliferative neoplasm?""]"
NCT04741633,Multi Dimensional Precise Exploration of Immunoconsolidation Therapy for Locally Advanced NSCLC After Chemo-radiotherapy,"

1. Non small cell lung cancer patients confirmed by pathology;
2. They were 18-80 years old;
3. The tumor could not be resected or could not tolerate surgery;
4. Planed to receive chemoradiotherapy and subsequent immunoconsolidation therapy;
5. Clinical stage III (AJCC, 8th Edition, 2017);
6. After systematic detection of non-small cell lung cancer core indicators including EGFR, ALK, ros1, KRAS, ntrk, TMB, etc;
7. Patient informed consent.

","[""Are you a patient with non small cell lung cancer who has been confirmed by pathology?"", ""Are you aged between 18 and 80 years old?"", ""Is your tumor not resectable or you cannot tolerate surgery?"", ""Are you scheduled to receive chemoradiotherapy and subsequent immunoconsolidation therapy?"", ""Do you have clinical stage III non-small cell lung cancer according to AJCC, 8th Edition, 2017 criteria?"", ""Have you undergone systematic detection for non-small cell lung cancer core indicators such as EGFR, ALK, ROS1, KRAS, NTRK, TMB, etc.?"", ""Have you provided informed consent for participation in this study?""]"
NCT05797987,Negative ER Expression Assessed by 18F-FES PET/CT in the MBC With ER-positive Primary Tumor,"

* Patients diagnosed with breast cancer (according to International Classification of Diseases 10th Revision) with confirmed metastasis, regardless of being de novo diagnosed or progressed from a non-metastatic stage.
* MBC patients who underwent 18F-FES PET/CT at the Fudan University Shanghai Cancer Center between 2010 and 2022
* Patients diagnosed with primary ER-positive tumor and who were yet to receive any systemic therapy during the advanced stage

","[""Are you diagnosed with breast cancer according to the International Classification of Diseases 10th Revision?"", ""Have you undergone 18F-FES PET/CT at the Fudan University Shanghai Cancer Center between 2010 and 2022?"", ""Is your primary tumor estrogen receptor (ER)-positive?"", ""Have you received any systemic therapy during the advanced stage of your disease?""]"
NCT04531878,BSEP Function Rescue During Childhood Inhereditary Cholestatic Diseases,"

* with signed informed consent form from the guardian, and the patient if applicable.
* aged from 2 month to 18 years old.
* with cholestatic disease caused by ABCB11 biallelic mutation.
* Long-term residence in China.

","[""Have you signed the informed consent form along with your guardian, and the patient if applicable?"", ""How old are you?"", ""Does your cholestatic disease result from an ABCB11 biallelic mutation?"", ""Do you have long-term residence in China?""]"
NCT05847478,Effects of Auricular Acupressure Versus Intermittent Dietary Restriction in Children With Gastric Heat and Dampness Obstruction,"

* Have at least one of the following cardiometabolic risk factors: overweight or obesity, prediabetes, dyslipidemia or elevated blood pressure.
* Traditional Chinese medical syndrome type is gastric heat and dampness obstruction syndrome.

","[""Do you have any of the following cardiometabolic risk factors: overweight or obesity, prediabetes, dyslipidemia, or elevated blood pressure?"", ""Is your traditional Chinese medical syndrome type gastric heat and dampness obstruction syndrome?"", ""How many cardiometabolic risk factors do you currently have?""]"
NCT05942378,A Study of HRXG-K-1939 and Adebrelimab in Patients With Advanced Solid Tumors,"

1. Voluntarily signed the informed consent form and complied with protocols requirements;
2. Patients with advanced solid tumors that are suitable for immunotherapy;
3. ECOG Performance Status of 0 or 1;
4. Life expectancy ≥ 12 weeks;
5. At least one measurable disease per RECIST v1.1;
6. Tumor specimen availability;
7. Adequate marrow and organ function;
8. Have resolution of toxic effects from prior therapy to Grade 1 or less (except for Grade ≤2 alopecia or neuropathy) per CTCAE v5.0;
9. Patients with fertility are willing to use an adequate method of contraception.

","[""Have you voluntarily signed the informed consent form and agreed to follow the protocol requirements?"", ""Are you suffering from an advanced solid tumor that qualifies for immunotherapy treatment?"", ""Is your Eastern Cooperative Oncology Group (ECOG) Performance Status within 0 or 1?"", ""Can you expect to live for at least 12 weeks?"", ""Is there at least one measurable disease according to the Response Evaluation Criteria in Solid Tumors (RECIST) version 1.1?"", ""Can a tumor sample be provided?"", ""Do you have sufficient bone marrow and organ functions as required by the protocol?"", ""Have you resolved any side effects from previous treatments to Grade 1 or less, as per Common Terminology Criteria for Adverse Events (CTCAE) version 5.0?"", ""Are patients with fertility using an appropriate method of contraception, if applicable?"", ""Do you understand and agree to comply with all aspects of the informed consent form?""]"
NCT05575778,Peri-operative Foot CT Perfusion in CLI Patients,"

* 18 to 80 years old;
* CLI patients with Fontaine grade III-IV or Rutherford grade 4-6 and underwent a successful revascularization;
* Patients completed both pre- and post-operative CTP workups;
* Patients signed the informed consent form and be able to complete the clinical follow-up for 12 months.

","[""Are you within the age range of 18 to 80 years old?"", ""Do you have CLI patients classified as Fontaine grade III-IV or Rutherford grade 4-6 and have undergone a successful revascularization procedure?"", ""Have you completed both pre- and post-operative computed tomography perfusion (CTP) assessments?"", ""Have you signed the informed consent form for this study?"", ""Can you commit to completing the clinical follow-up for a period of 12 months?"", ""What is your current age?"", ""Do you have any history of acute leukemia?"", ""Have you been diagnosed with myelodysplastic syndrome?"", ""Have you been diagnosed with myeloproliferative neoplasm?""]"
NCT05999149,A Study of Camrelizumab Plus Chemotherapy in Combination With or Without Famitinib as Neoadjuvant Therapy in Participants With Triple Negative Breast Cancer (BCTOP-T-N01),"

* Inclusion Criteria:

ECOG Performance Status of 0-1. Early or locally advanced, histologically documented TNBC (absence of HER2, ER, and PR expression).

Tumor stage: II-III. Adequate hematologic and organ function. Must be willing to use an adequate method of contraception for the course of the study.

","[""Is your ECOG Performance Status within 0-1?"", ""Are you diagnosed with early or locally advanced, histologically documented TNBC with no expression of HER2, ER, and PR?"", ""What is your tumor stage?"", ""Do you have adequate hematologic and organ function?"", ""Are you willing to use an adequate method of contraception for the course of the study?""]"
NCT05435313,Fruquintinib Combined With Tislelizumab and HAIC in Patients With Advanced Colorectal Liver Metastases Cancer Who Failed Standard Therapy,"

1. Informed consent has been signed
2. Histologically or cytologically confirmed unresectable advanced colorectal liver metastases cancer
3. Age ≥ 18 years, ≤75 years
4. ECOG PS：0-1
5. Expected overall survival ≥3 months
6. Patients must have at least one measurable liver metastases (RECIST 1.1)
7. Patients who have previously failed standard treatment, or who cannot tolerate standard treatment
8. Patients must have adequate organ and bone marrow function
9. Women of childbearing age must have a negative pregnancy test within the first day of the study, and contraceptive methods should be taken during the study until 6 months after the last administration

","[""Have you signed an informed consent form?"", ""Is your cancer histologically or cytologically confirmed as unresectable advanced colorectal liver metastases?"", ""Are you aged between 18 and 75 years inclusive?"", ""On a scale from 0 to 1, what is your ECOG performance status?"", ""Is your expected overall survival forecasted to be greater than or equal to 3 months?"", ""Do you have at least one measurable liver metastases according to RECIST 1.1 criteria?"", ""Have you previously failed standard treatment or are you unable to tolerate it?"", ""Do you have adequate organ and bone marrow function?"", ""As a woman of childbearing age, did you have a negative pregnancy test on the first day of the study?"", ""Please state your age."", ""Do you currently have acute leukemia?"", ""Have you ever been diagnosed with myelodysplastic syndrome?"", ""Have you been diagnosed with a myeloproliferative neoplasm?""]"
NCT05794724,Intraoperative Frozen Section Pathology to Guide Surgical Treatment for Lung Adenocarcinoma (ECTOP-1016),"

* Patients who sign the informed consent form and are willing to complete the study according to the study protocol;
* No previous history of cancer or pulmonary surgery;
* Solitary lesions or multiple lesions with only one not manifesting as pure ground-glass opacity (GGO) on CT scan;
* Peripheral clinical T1N0M0 patients that are eligible for surgery;
* Non-small cell lung cancer is pathologically diagnosed before or at surgery;
* No radiation therapy or chemotherapy before surgery.

","[""Are you willing to complete the study according to the study protocol after signing the informed consent form?"", ""Do you have any history of cancer or pulmonary surgery?"", ""Do you have solitary lesions or multiple lesions with only one not manifesting as pure ground-glass opacity (GGO) on CT scan?"", ""Are you a peripheral clinical T1N0M0 patient eligible for surgery?"", ""Is your lung cancer non-small cell type pathologically diagnosed before or at surgery?"", ""Did you receive radiation therapy or chemotherapy before surgery?""]"
NCT05910034,Envafolimab Plus Docetaxel In Combination With or Without Trilaciclib Versus Docetaxel in Advanced NSCLC,"

* Male or female subjects aged≥ 18 years old
* Metastatic or advanced (stage IV) NSCLC confirmed by tissue or pathology
* Patients with advanced NSCLC who had previously failed treatment with platinum-containing chemotherapy combined with PD-1 inhibitor
* Disease must be measurable by Response Evaluation Criteria in Solid Tumors version 1.1 (RECIST 1.1).,and has at least one measurable lesion
* Patients with asymptomatic brain metastasis or whose symptoms are stable after treatment
* Patients who responded to initial therapy or whose disease was stable for at least 3 months
* Laboratory tests met the following criteria:

  1. Hemoglobin (Hb)≥100 g/L(female), ≥110g/L(male)
  2. Neutrophils (ANC)≥1.5×109/L
  3. platelet count (PLT)≥100×109/L
  4. Cr≤ 15mg/L or CrCl≥ 60 mL/min
  5. TBIL≤ 1.5×ULN
  6. ALT and AST ≤ 3 × ULN or ≤5× ULN(patients with liver metastases)
  7. Albumin ≥ 30 g/L
* Eastern Cooperative Oncology Group Performance Status (ECOG PS) of 0 to 1
* Estimated life expectancy of more than 12 weeks
* Women: All women with potential fertility must have negative serum pregnancy tests during the screening period and must have reliable contraception after signing the informed consent form until 3 months after the last dose
* Already signed an informed consent form

","[""Are you a male or female subject aged 18 years or older?"", ""Have you been diagnosed with metastatic or advanced (stage IV) NSCLC confirmed by tissue or pathology?"", ""Did you previously fail treatment with platinum-containing chemotherapy combined with a PD-1 inhibitor for your advanced NSCLC?"", ""Is your disease measurable according to RECIST 1.1 and does it have at least one measurable lesion?"", ""Do you have asymptomatic brain metastasis or are your brain-related symptoms stable after treatment?"", ""Have you responded to initial therapy or has your disease remained stable for at least 3 months?"", ""Do your laboratory tests meet the specified criteria?"", ""Are you within the Eastern Cooperative Oncology Group Performance Status (ECOG PS) range of 0 to 1?"", ""Do you have an estimated life expectancy of more than 12 weeks?"", ""As a woman with potential fertility, did you undergo a negative serum pregnancy test during the screening period and agree to use reliable contraception after signing the informed consent form until 3 months after the last dose?""]"
NCT04535024,The Combination of Immunotherapy and Stereotactic Ablative Radiotherapy in MSS Oligometastatic Colorectal Cancer,"

* Aged 18-70 years old, regardless of gender
* Fully informed and willing to provide written informed consent for the trial
* ECOG performance status 0-1
* Has an investigator determined life expectancy of at least 6 months
* Histologically confirmed colorectal adenocarcinoma, with MSS or pMMR status
* Has 2-5 measurable metastatic lesions detected on imaging, with none of them indicated for surgery; or the participant refuses to receive surgery. Biopsy of metastasis is preferred, but not required
* Has undergone at least one dose of first-line systemic chemotherapy, except for any type of immunotherapy
* Multiple sites of lesions can be safely treated by SABR, and at least one lesion spared from irradiation, so as for assessment. The maximum diameter of each lesion for irradiation is no more than 5cm.
* Demonstrate adequate organ function
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment and scheduled visits and examinations including follow up

","[""Are you aged between 18-70 years old, regardless of gender?"", ""Have you provided written informed consent for this trial?"", ""Is your ECOG performance status 0-1?"", ""Is your estimated life expectancy at least 6 months as determined by the investigator?"", ""Have you been histologically confirmed with colorectal adenocarcinoma with MSS or pMMR status?"", ""Do you have 2-5 measurable metastatic lesions detected on imaging, with none of them indicated for surgery or have refused surgery?"", ""Have you undergone at least one dose of first-line systemic chemotherapy, excluding any type of immunotherapy?"", ""Can all sites of lesions be safely treated by SABR, with at least one lesion spared for assessment, and is the maximum diameter of each lesion for irradiation no more than 5cm?"", ""Do you demonstrate adequate organ function?"", ""Are you willing and able to comply with the protocol for the duration of the study, including undergoing treatment and scheduled visits and examinations including follow-up?""]"
NCT03677024,Evaluation of the Efficacy for Sentinel Lymph Node Policy in Intermediate-risk Endometrial Carcinomas,"

1. Age ≥ 18 years.
2. No contraindication to surgery.
3. Signed and dated informed consent.
4. Intermediate-risk endometrioid cancer with grade 1-2, superficial myometrial invasion and tumor diameter ≥ 2cm (in intraoperative frozen section examinations).
5. Without any suspicious pelvic, paraaortic or distant lymph node metastasis in preoperative imaging tests including MRI/CT/PET-CT.

","[""Are you aged 18 years or older?"", ""Is there any reason that would prevent you from undergoing surgery?"", ""Have you signed and dated the informed consent form?"", ""Is your endometrioid cancer intermediate-risk with grade 1-2, superficial myometrial invasion, and tumor diameter measuring at least 2 cm as determined by intraoperative frozen section examinations?"", ""Have there been any indications of suspicious pelvic, paraaortic, or distant lymph node metastasis in your preoperative imaging tests such as MRI, CT, or PET-CT?"", ""Your age for transplantation is _ years."", ""Do you have acute leukemia?"", ""Have you been diagnosed with myelodysplastic syndrome?"", ""Have you been diagnosed with myeloproliferative neoplasm?""]"
NCT04355858,Molecularly Targeted Umbrella Study in Luminal Advanced Breast Cancer,"

* Females ≥18 years old;
* Histologically confirmed HR + / HER2- invasive breast cancer (specific definition: immunohistochemical detection of ER\> 10% tumor cell positive is defined as ER positive, PR\> 10% tumor cell positive is defined as PR positive, ER and / or PR Positive is defined as HR positive; HER2 0-1 + or HER2 is ++ but negative followed by FISH detection, no amplification, defined as HER2 negative);
* Locally advanced breast cancer (incapable of radical local treatment) or recurrent metastatic breast cancer;
* Patients with HR+/HER2- advanced breast cancer who were previously treated with CDK4 / 6 inhibitor except for Arm 5E-5F;
* Measurable disease according to Response Evaluation Criteria in Solid Tumors v1.1 (RECIST v1.1)
* Has adequate bone marrow function: absolute neutrophil count \> 1.5x10ˆ9 /L; platelet count \> 75x10ˆ9 /L, hemoglobin \> 9g/dL;
* Has adequate liver function: alanine aminotransferase (ALT) ≤1.5×upper limit of normal (ULN), aspartate aminotransferase (AST) ≤3×ULN, alkaline phosphatase (AKP) ≤3×ULN, total bilirubin (TBIL) ≤ 1.5×ULN.
* Has adequate kidney function: serum creatinine ≤1×ULN.Endogenous creatinine clearance\> 50 ml / min (Cockcroft-Gault formula);
* Did not receive radiation, molecular targeted therapy or surgery within 3 weeks before the study began, and has recovered from the acute toxicity of previous treatment (if surgery, the wound has completely healed); no peripheral neuropathy or first degree peripheral neurotoxicity ;
* ECOG score ≤ 2 and life expectancy ≥ 3 months;
* Participants voluntarily joined the study, has signed informed consent before any trial related activities are conducted, has good compliance and has agreed to follow-up.

","[""Are you aged 18 years or older?"", ""Have you been histologically confirmed for HR + / HER2- invasive breast cancer?"", ""Is your breast cancer locally advanced or recurrent metastatic?"", ""Have you received treatment with CDK4 / 6 inhibitor except for Arm 5E-5F?"", ""Do you have measurable disease according to RECIST v1.1?"", ""Do you have adequate bone marrow function with an absolute neutrophil count greater than 1.5x10^9/L and platelet count greater than 75x10^9/L, and hemoglobin greater than 9g/dL?"", ""Do you have adequate liver function with ALT, AST, AKP within normal limits, and TBIL less than 1.5 times ULN?"", ""Do you have adequate kidney function with serum creatinine within normal limits and endogenous creatinine clearance greater than 50 ml/min using the Cockcroft-Gault formula?"", ""Have you not received radiation, molecular targeted therapy or surgery within 3 weeks before the study began, and have you recovered from the acute toxicity of previous treatments?"", ""Do you have peripheral neuropathy or first degree peripheral neurotoxicity?"", ""Is your ECOG score less than or equal to 2 and life expectancy greater than or equal to 3 months?"", ""Did you voluntarily join the study and sign informed consent before any trial-related activities?"", ""Are you willing to comply with the study requirements and agree to follow-up?""]"
NCT06254716,A Study on the Prognosis of Two Different Surgery Methods in Patients With Rectal Endometriosis,"

* Patients who underwent surgery of disc and segmental resection followed by anastomosis for endometriosis
* Endometriosis involving the full thickness of the rectum reaching the mucosa or submucosa during preoperative evaluation or intraoperative exploration, and who were diagnosed pathologically.

","[""Did you undergo surgery for disc and segmental resection followed by anastomosis for endometriosis?"", ""Was the endometriosis diagnosed to involve the full thickness of the rectum reaching the mucosa or submucosa during preoperative evaluation or intraoperative exploration?"", ""Was your diagnosis of endometriosis confirmed pathologically?"", ""Please specify your age at the time of your surgery for endometriosis."", ""Did you have any other gynecological procedures prior to this surgery?"", ""Did you undergo surgery for disc and segmental resection followed by anastomosis for endometriosis?"", ""Was the endometriosis diagnosed to involve the full thickness of the rectum reaching the mucosa or submucosa during preoperative evaluation or intraoperative exploration?"", ""Was your diagnosis of endometriosis confirmed pathologically?"", ""Please specify your age at the time of your surgery for endometriosis."", ""Did you have any other gynecological procedures prior to this surgery?""]"
NCT05991024,Pulmonary Ventilation Function Between Patients With Primary and Recurrent Incisional Hernia: a Cross-sectional Study,"

* Abdominal incisional hernia
* Complete CT imagings of the abdomen and pulmonary function tests data

","[""Do you have an abdominal incisional hernia?"", ""Have you completed CT imaging of your abdomen?"", ""Have you undergone pulmonary function tests?"", ""Can you provide the results of your CT imaging of the abdomen?"", ""Are you able to provide your pulmonary function test data?"", ""Do you have any history of surgery other than abdominal incisional hernia?"", ""Have you experienced any complications post-surgery related to your abdominal incisional hernia?""]"
NCT04758416,Study on the Value of Non-invasive Dual-Pet Information in Subtype of Metastatic Breast Cancer,"

1. Subjects voluntarily joined the study, signed informed consent, and had good compliance.
2. Female patients aged over 18 years (including cutoff value).
3. an Eastern Cooperative Oncology Group (ECOG) performance status of 0 to 2.
4. Recurrence or metastatic breast cancer confirmed by histopathology, or expect to be feasible metastasis puncture or surgery to confirm histopathological recurrence or metastatic breast cancer.

","[""Did you voluntarily join this study and sign the informed consent form?"", ""Are you a female patient aged over 18 years?"", ""Is your Eastern Cooperative Oncology Group (ECOG) performance status between 0 to 2?"", ""Have you been diagnosed with recurrence or metastatic breast cancer through histopathology confirmation, or will you undergo metastasis puncture or surgery for confirmation?""]"
NCT05075486,Quality Improvement to Reduce Mortality or Severe Intracranial Hemorrhage in Neonatal Extracorporeal Life Support,"

* ≤28 days of life
* receive ECLS support

","[""Are you less than 28 days old?"", ""Are you receiving extracorporeal life support (ECLS) support?"", ""How many days since birth are you?"", ""Do you require ECLS support for your current medical condition?""]"
NCT05673824,Effect of Huaier Granule on Nephrotoxicity Associated With Targeted Therapy for Advanced Hepatobiliary Malignancies.,"

1. 18 years and older
2. Meeting the clinical diagnostic criteria of primary hepatobiliary malignancies, diagnosed as advanced hepatobiliary malignancies.
3. Receiving VEGFR-TKIs for advanced hepatobiliary malignancies.
4. Urinalysis indicates urine protein positive.
5. Urine protein level greater than 0.3 grams and less than 3.5 grams per 24 hours.
6. No Huaier granule were used within 1 month before enrollment.
7. Agree to use Huaier granule after enrollment.
8. Expected survival time not less than 6 months.
9. Volunteer to join the study and sign the informed consent form.

","[""Are you 18 years or older?"", ""Have you been diagnosed with primary hepatobiliary malignancies according to clinical diagnostic criteria?"", ""Are you receiving VEGFR-TKIs for advanced hepatobiliary malignancies?"", ""Is your urinalysis indicating urine protein positive?"", ""Is your urine protein level between 0.3 grams and 3.5 grams per 24 hours?"", ""Were you not treated with Huaier granules in the last month before enrollment?"", ""Are you willing to use Huaier granules after enrolling in the study?"", ""Is your expected survival time at least 6 months?"", ""Have you volunteered to participate in this study and signed the informed consent form?""]"
NCT04512534,Sintilimab Combined With Chidamide in Treating Peripheral T Cell Lymphoma,"

1. Age range from 18 to 75 years;
2. Eastern Cooperative Oncology Group (ECOG) performance status of 0-2;
3. Pathologically confirmed relapsed/refractory Peripheral T-cell lymphoma (Including PTCL-NOS, AITL, anaplastic large cell lymphoma（ALTL）, excluding Nature Killer（NK）/T cell lymphoma);
4. At least one two-dimensional measurable lesion with a length diameter of at least 1.5cm and vertical diameter of at least 1.0cm (measured by CT or MRI);
5. Adequate medullary hematopoiesis function ( WBC≥3.5×109/L, ANC≥1.5×109/L, PLT≥80×109/L, HB≥90g/L. If the peripheral blood indicators demonstrate abnormal due to bone marrow or spleen invasion by lymphoma, Enrollment decision can be determined by the investigator as appropriate;
6. Adequate hepatic function (total serum bilirubin, ALT and AST≤1.5 times of upper limit of normal);
7. Adequate renal function (serum creatinine≤1.5 times the upper limit of normal, creatinine clearence≥50ml/min);
8. Echocardiography or radionuclide cardia functional test, LVEF≥50%;
9. Patients of child-bearing period agree to use appropriate contraception. The serum pregnancy test of women in childbearing period was negative within 2 weeks before enrollment.
10. Willingness to provide pathological tissue specimens (20 pieces of wax or paraffin tissue sections);
11. Expectation survival time over 3 months;
12. Willingness to provide written informed consent.

","[""What is the age range for participants in this study?"", ""Does the participant have an Eastern Cooperative Oncology Group (ECOG) performance status of 0-2?"", ""Is the participant's relapsed/refractory Peripheral T-cell lymphoma pathologically confirmed?"", ""Can at least one two-dimensional measurable lesion be identified with a length diameter of at least 1.5cm and vertical diameter of at least 1.0cm?"", ""Do the patient's medullary hematopoiesis functions meet the criteria for white blood cells \u2265 3.5 \u00d7 109/L, ANC \u2265 1.5 \u00d7 109/L, platelets \u2265 80 \u00d7 109/L, and hemoglobin \u2265 90g/L?"", ""Are the patient's liver functions adequate with total serum bilirubin, ALT, and AST levels \u2264 1.5 times the upper limit of normal?"", ""Is the patient's renal function sufficient with serum creatinine \u2264 1.5 times the upper limit of normal and creatinine clearance \u2265 50ml/min?"", ""Does the echocardiography or radionuclide cardiac functional test show that the left ventricular ejection fraction (LVEF) is \u2265 50%?"", ""Are contraceptive measures being used by patients of child-bearing age?"", ""Is it true that patients must provide written informed consent?"", ""Is the expected survival time over 3 months?""]"
NCT04948034,"The Combination of Fruquintinib, Tislelizumab and Stereotactic Ablative Radiotherapy in Metastatic Colorectal Cancer(RIFLE)","

* Aged over 18 years old, regardless of gender
* Fully informed and willing to provide written informed consent for the trial
* ECOG performance status 0-1
* Has an investigator determined life expectancy of at least 6 months
* Histologically or cytologically confirmed stage IV colorectal cancer (UICC 8th version)
* Has at least 2 measurable oligometastatic lesions on imaging (RECIST version 1.1). One will be treated with SABR and the other will be biopsied and evaluated against RECIST 1.1.
* Has progressive disease after receiving first-line standard antitumor therapy (chemotherapeutic agents including fluorouracil, oxaliplatin and irinotecan); previous neoadjuvant or adjuvant pelvic area radiotherapy is allowed; subjects included in the safety introduction phase may include third-line treatment or above, but these subjects will not be included in the final statistical analysis.
* Subjects receiving adjuvant oxaliplatin should progress during adjuvant therapy or within 6 months after completion.
* Demonstrate adequate organ function (bone marrow, liver, kidney and clotting function) within 7 days before the first administration without using blood products or hematopoietic stimulating factors.
* Subjects who withdraw from standard treatment before disease progressing due to unacceptable toxicity and exclude the use of the same drug are also allowed to be included.
* Non pregnant or lactating patients. Effective contraceptive methods should be used during the study and within 6 months of the last administration.

","[""Are you aged over 18 years old?"", ""Have you provided written informed consent for the trial?"", ""Is your ECOG performance status between 0-1?"", ""Do you have an estimated life expectancy of at least 6 months?"", ""Is your colorectal cancer histologically or cytologically confirmed?"", ""Do you have at least 2 measurable oligometastatic lesions on imaging?"", ""Did you experience progression after receiving first-line standard antitumor therapy?"", ""Was your progression due to unacceptable toxicity during adjuvant therapy with oxaliplatin?"", ""Have you demonstrated adequate organ function within 7 days before the first administration?"", ""Are you a non-pregnant or non-lactating patient?"", ""Are you currently using effective contraception during the study?""]"
NCT05982834,"Disitamab Vedotin, Fruquintinib and Tislelizumab in Second-line Treatment for HER2-positive MGC","

1. older than18 years of age, gender not limited;
2. the histologic diagnosis of the stomach or gastroesophageal junction adenocarcinoma;
3. immunohistochemical HER2 2 + 3 + or HER2, FISH is positive;
4. at least have a measurable lesions (10 mm or higher spiral CT scan, RECIST 1.1 standard);
5. First-line treatment failure of fluorouracil and the platinum, or to accept containing fluorouracil and platinum adjuvant chemotherapy in patients with recurrence after 6 months;
6. ECOG 0-2, expected survival for 3 months or more;
7. the subjects treated with other damage has been restored, accepting radiotherapy should be ended more than 3 weeks;
8. major organs function is normal, the group within 1 week before the lab test results meet the following criteria: (1) The standard of blood routine examination shall meet:

   1. HB≥80g/L;
   2. ANC ≥1.5×109/L;
   3. PLT ≥75×109/L (2) Biochemical examination shall meet the following standards:

   a. Total bilirubin BIL \< 1.25 \* upper limit of normal (ULN) B. the ALT and AST acuities were 2.5 \* ULN. C. serum creatinine (Cr) of 1.5 or less \* ULN, endogenous creatinine clearance \> 50 ml/min (Cockcroft - Gault formula)
9. participants voluntarily participate in this study, and signed by himself or agent informed consent; Patient compliance is good, can cooperate with the relevant examination, treatment and follow-up.

","[""Are you over 18 years of age?"", ""Have you been diagnosed with stomach or gastroesophageal junction adenocarcinoma?"", ""Is your HER2 status 2+ or 3+, or HER2 FISH positive?"", ""Do you have at least one measurable lesion on a spiral CT scan?"", ""Have you failed first-line treatment with fluorouracil and platinum, or accepted containing fluorouracil and platinum adjuvant chemotherapy if recurrence occurred within 6 months?"", ""Is your ECOG performance status between 0 and 2?"", ""Do you have an expected survival of 3 months or more?"", ""Has any previous treatment-related damage been adequately restored?"", ""Have you completed radiotherapy more than 3 weeks ago?"", ""Do your blood routine examination results meet the criteria?"", ""Do your biochemical examination results meet the following standards: total bilirubin < 1.25 * upper limit of normal, ALT and AST < 2.5 * upper limit of normal, serum creatinine (Cr) \u2264 1.5 * upper limit of normal, and endogenous creatinine clearance > 50 ml/min (Cockcroft-Gault formula)?"", ""Have you voluntarily participated in this study and signed the informed consent form?"", ""Is your compliance with the study good?""]"
NCT04665817,Diagnostic Accuracy of CCTA-derived Versus AngiogRaphy-dErived QuantitativE Flow Ratio (CAREER) Study,"

1. Coronary CT angiography indicates that \>= 1 stenosis with percent diameter stenosis between 30%-90% in a vessel \>= 2mm.
2. The invasive coronary angiography should be less than 30 days after the coronary CT angiography.

","[""Does your coronary CT angiography show a stenosis greater than or equal to 1 vessel with a percentage diameter stenosis between 30% and 90%?"", ""Is it less than 30 days since you underwent invasive coronary angiography?"", ""Does your coronary CT angiography indicate any vessel with a diameter of at least 2mm?""]"
