nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT06017284,Thalidomide to Chemotherapy Related Nausea and Vomiting in Pancreatic Cancer,"

* Ability to understand and the willingness to sign a written informed consent document.
* Age ≥ 18 years and ≤ 80 years.
* Eastern Cooperative Oncology Group (ECOG) performance status 0-2.
* Histologically or cytologically confirmed metastatic pancreas adenocarcinoma.
* Adequate organ performance based on laboratory blood tests.
* Presence of at least of one measurable lesion in agreement to Response Evaluation Criteria in Solid Tumors (RECIST) criteria.
* The expected survival ≥ 3 months.
* Women of childbearing potential and men must agree to use adequate contraception prior to study entry and for the duration of study participation.

","```json
[
  {
    ""question"": ""Are you able to understand and willing to sign a written informed consent document?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your age?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"",
    ""type"": 1
  },
  {
    ""question"": ""Has your pancreas adenocarcinoma been histologically or cytologically confirmed as metastatic?"",
    ""type"": 2
  },
  {
    ""question"": ""Based on laboratory blood tests, do you have adequate organ performance?"",
    ""type"": 2
  },
  {
    ""question"": ""How many measurable lesions do you have in agreement with the RECIST criteria?"",
    ""type"": 1
  },
  {
    ""question"": ""What is the expected survival time for you?"",
    ""type"": 1
  },
  {
    ""question"": ""Are you a woman of childbearing potential or a man?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you agreed to use adequate contraception prior to study entry and for the duration of study participation?"",
    ""type"": 2
  }
]
```"
NCT06092164,Visual Outcomes of Functional Intraocular Lenses in Cataracts,"

* cataract
* age \> 18 years

","[""Do you have cataract?"", ""How old are you?"", ""Are you currently over the age of 18?"", ""Have you been diagnosed with cataract?"", ""What is your age?"", ""Please indicate if you are 18 years or older."", ""Indicate if you have been diagnosed with cataract.""]"
NCT05238064,Parsaclisib in Combination With CHOP in Participants With Previously Untreated PTCL,"

* 1. Subjects fully understand and voluntarily participate in this study and sign informed consent
* 2. Age≥18, ≤70 years
* 3. Histologically confirmed diagnosis of treatment-naïve PTCL, including peripheral T-cell lymphoma-not otherwise specified (PTCL-NOS), anaplastic large cell lymphoma (ALCL, ALK+ALCL with IPI≥2, no limitation with ALC-ALCL), angioimmunoblastic T-cell lymphoma (AITL), enteropathy related T-cell lymphoma, hepatosplenic T-cell, γ/δ T-cell lymphoma; Other PTCL that investigators consider to be appropriate to be enrolled.
* 4. No previous systemic treatment before enrollment.
* 5. At least one measurable lesions according to LUGANO 2014 criteria.
* 6. Eastern Cooperative Oncology Group (ECOG) Performance Status (PS) 0-2.
* 7. Life expectancy ≥3 months.
* 8. Ineligible or decline to receive autologous stem cell transplantation (ASCT).
* 9. Adequate main organ function defined as the following required baseline laboratory data: Absolute neutrophil count (ANC)≥1.5×109/L without given G-CSF within 14 days; Platelet count (PLT)≥75×109/L without given transfusion with 14 days; Hemoglobin (HB)≥8g/dL without given transfusion or erythropoietin; Total bilirubin (TBIL)≤1.5X upper limit of normal (ULN); Aspartate aminotransferase (AST) and alanine aminotransferase (ALT)≤2.5X ULN; Serum creatinine (Scr)≤1.5X ULN; Left ventricular ejection fraction (LVEF)≥50%; For female participants of childbearing period, a negative urine or serum pregnancy test should be performed with 1 week prior to receiving first dose of investigational drug (day 1 of cycle 1). If a urine pregnancy test result cannot be confirmed as negative, a blood pregnancy test is required. Women of non-reproductive age was defined as at least 1 year after menopause or having undergone surgical sterilization or hysterectomy.
* 10.If there is a risk of pregnancy, all participants (both men and women) are required to use a contraceptive with an annual failure rate of less than 1% for entire treatment period up to 120 days after the last dose of investigational drug (or 180 days after chemotherapeutic drug).

","```json
[
  {
    ""question"": ""Do you fully understand and voluntarily agree to participate in this study and have signed the informed consent form?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your age?"",
    ""type"": 1
  },
  {
    ""question"": ""Is your histologically confirmed diagnosis treatment-naïve PTCL, including peripheral T-cell lymphoma-not otherwise specified (PTCL-NOS), anaplastic large cell lymphoma (ALCL, ALK+ALCL with IPI≥2, no limitation with ALC-ALCL), angioimmunoblastic T-cell lymphoma (AITL), enteropathy related T-cell lymphoma, hepatosplenic T-cell, γ/δ T-cell lymphoma; or other PTCL that investigators consider to be appropriate to be enrolled?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you received any previous systemic treatment before enrolling in this study?"",
    ""type"": 2
  },
  {
    ""question"": ""How many measurable lesions do you have according to LUGANO 2014 criteria?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your Eastern Cooperative Oncology Group (ECOG) Performance Status (PS)?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your life expectancy?"",
    ""type"": 1
  },
  {
    ""question"": ""Are you eligible or willing to receive autologous stem cell transplantation (ASCT)?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your Absolute Neutrophil Count (ANC) without given G-CSF within the last 14 days?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your Platelet Count (PLT) without given transfusion with the last 14 days?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your Hemoglobin (HB) level without given transfusion or erythropoietin?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your Total Bilirubin (TBIL) level at the time of assessment?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your Aspartate Aminotransferase (AST) level at the time of assessment?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your Alanine Aminotransferase (ALT) level at the time of assessment?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your Serum Creatinine (Scr) level at the time of assessment?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your Left Ventricular Ejection Fraction (LVEF) level at the time of assessment?"",
    ""type"": 1
  },
  {
    ""question"": ""For women of childbearing potential, have you performed a negative urine or serum pregnancy test within 1 week prior to receiving the first dose of the investigational drug (day 1 of cycle 1)?"",
    ""type"": 2
  },
  {
    ""question"": ""For women of non-reproductive age, are you at least 1 year post-menopause, have undergone surgical sterilization, or had a hysterectomy?"",
    ""type"": 2
  },
  {
    ""question"": ""Are you using a contraceptive method with an annual failure rate of less than 1% throughout the treatment period and up to 120 days after the last dose of the investigational drug (or 180 days after the last chemotherapeutic drug)?"",
    ""type"": 2
  }
]
```"
NCT06085690,"Multicenter Clinical Translational Study of ""ICU-NO CRBSI"" Based on Improvement Science","

* ICU stay over 48 hours
* CVC was placed for more than 24 hours

","[""Have you spent more than 48 hours in the ICU?"", ""Was a CVC placed in your body for more than 24 hours?"", ""How long did you stay in the ICU?"", ""For how long was the CVC placed in your body?""]"
NCT05634590,The Efficacy and Safety of Fruquintinib Plus FOLFIRI/FOLFOX as Second-line Treatment in Patients With RAS-mutant Metastatic Colorectal Cancer,"

* ≥18 years
* Histological or cytological confirmed colorectal cancer;
* RAS mutation
* Expected survival \>12 weeks;
* Fail in previous standard therapy, which must include FOLFOX/FOLFIRI;
* ECOG PS 0-1;
* At least one measurable lesion (according to RECIST1.1);
* Adequate hepatic, renal, heart, and hematologic functions;
* Negative serum pregnancy test at screening for women of childbearing potential.

","[
    {
        ""question"": ""How old are you?"",
        ""type"": 1,
        ""option"": []
    },
    {
        ""question"": ""Has your colorectal cancer been confirmed histologically or cytologically?"",
        ""type"": 2,
        ""option"": [
            ""Yes"",
            ""No""
        ]
    },
    {
        ""question"": ""Do you have a RAS mutation?"",
        ""type"": 2,
        ""option"": [
            ""Yes"",
            ""No""
        ]
    },
    {
        ""question"": ""What is your expected survival time?"",
        ""type"": 1,
        ""option"": []
    },
    {
        ""question"": ""Have you failed previous standard therapies, including FOLFOX/FOLFIRI?"",
        ""type"": 2,
        ""option"": [
            ""Yes"",
            ""No""
        ]
    },
    {
        ""question"": ""What is your ECOG PS score?"",
        ""type"": 1,
        ""option"": []
    },
    {
        ""question"": ""How many measurable lesions do you have according to RECIST 1.1?"",
        ""type"": 1,
        ""option"": []
    },
    {
        ""question"": ""Do you have adequate hepatic, renal, heart, and hematologic functions?"",
        ""type"": 2,
        ""option"": [
            ""Yes"",
            ""No""
        ]
    },
    {
        ""question"": ""For women of childbearing potential, have you tested negative for a serum pregnancy test at screening?"",
        ""type"": 2,
        ""option"": [
            ""Yes"",
            ""No""
        ]
    }
]"
NCT04215003,A Clinical Trial of Breast Cancer Neo-adjuvant Therapy Based on Molecular Pathway in FUSCC,"

* Age: 18-70 years old Expected survival \> 12 months Baseline ECOG Performance Status rating 0-1 Naïve to chemotherapy or hormonal treatments Radiologically confirmed and biopsy diagnosed invasive ductal carcinoma of breast and prepared to be treated surgically Locally advance breast cancer of stage IIb-IIIc No concurrent malignancy (except controlled cervical carcinoma in situ or basal cell carcinoma of skin) Patients have measurable lesions (according to RECIST v1.1 criteria) Intention to cooperate with baseline puncture and neoadjuvant therapy No advanced metastasis or metastasis involving brain or liver Adequate bone marrow function, blood routine examination shows neutrophil count ≥ 1.5x109/L, hemoglobin level ≥ 100 g/L, Platelets ≥ 100 x 109/L Adequate liver and kidney function, serum aminotransferase (AST) ≤ 60U/L, serum total bilirubin ≤ 2.5 times ULN, serum creatinine ≤110μmol/L, urea nitrogen ≤7.1mmol/L No coagulation abnormality Normal heart function, with normal ECG and LVEF ≥ 55% Women of childbearing age agree to take reliable contraceptive measures during clinical trials, and negative serum or urine pregnancy test within 7 days prior to administration No coagulation abnormality Sign the informed consent statement and voluntarily receive follow-ups, treatments, laboratory tests and other research procedures according to protocol.

","[
  {
    ""question"": ""How old are you?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""What is your expected survival time?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""What is your ECOG Performance Status rating?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Have you ever received chemotherapy or hormonal treatments?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Have you been diagnosed with invasive ductal carcinoma of the breast and are you prepared to be treated surgically?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""What stage of breast cancer do you have (IIb-IIIc)?"",
    ""type"": 2,
    ""option"": [""IIb"", ""IIIc"", ""Both""]
  },
  {
    ""question"": ""Do you have any other concurrent malignancy except controlled cervical carcinoma in situ or basal cell carcinoma of skin?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Do you have measurable lesions according to RECIST v1.1 criteria?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Are you willing to cooperate with baseline puncture and neoadjuvant therapy?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Do you have advanced metastasis or metastasis involving brain or liver?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""What is your neutrophil count?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""What is your hemoglobin level?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""What are your platelet levels?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""What is your AST level?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""What is your serum total bilirubin level?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""What is your serum creatinine level?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""What is your urea nitrogen level?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Do you have normal heart function?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Are you a woman of childbearing age?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Have you agreed to take reliable contraceptive measures during clinical trials and had a negative serum or urine pregnancy test within 7 days prior to administration?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Do you have coagulation abnormality?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Have you signed the informed consent statement and agreed to receive follow-ups, treatments, laboratory tests and other research procedures according to the protocol?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  }
]"
NCT03786003,ELobectomy for NSCLC by VATS Versus Thoracotomy (ECTOP-1007),"

* Clinical stage T1N0M0 and surgical resectable.
* Solid appearance on computed tomography scan.
* Age 18 to 75 year.
* Signed the informed consent form.

","```json
[
  {
    ""question"": ""Are you between the ages of 18 and 75 years old?"",
    ""type"": 2
  },
  {
    ""question"": ""Has the tumor been confirmed to be surgically resectable?"",
    ""type"": 2
  },
  {
    ""question"": ""Does your computed tomography scan show a solid appearance of the tumor?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you signed the informed consent form for participation in the study?"",
    ""type"": 2
  },
  {
    ""question"": ""What is the clinical stage of your tumor according to the AJCC staging system?"",
    ""type"": 1,
    ""option"": [""T1N0M0"", ""T2N1M0"", ""T3N2M0"", ""T4N3M0""]
  }
]
```"
NCT05717803,Segmentectomy for Ground Glass-dominant Invasive Lung Cancer (ECTOP-1012),"

* Patients who sign the informed consent form and are willing to complete the study according to the plan;
* Aged from 18 to 80 years old;
* ECOG equals 0 or 1;
* Not receiving lung cancer surgery before;
* Confirmed to be invasive lung adenocarcinoma intraoperatively or postoperatively;
* Ground glass-dominant lung nodules
* Consolidation-to-tumor ratio (CTR) ranges from 0 to 0.5, and tumor size ranges from 2 to 3cm;
* cN0 without distant metastasis;
* Tumors could be completely resected assed by surgeons;
* Not receiving chemotherapy or radiotherapy before.

","[
    {
        ""question"": ""Are you willing to sign the informed consent form and complete the study as planned?"",
        ""type"": 2
    },
    {
        ""question"": ""How old are you?"",
        ""type"": 1
    },
    {
        ""question"": ""What is your ECOG score?"",
        ""type"": 1
    },
    {
        ""question"": ""Have you undergone lung cancer surgery before?"",
        ""type"": 2
    },
    {
        ""question"": ""Have you been confirmed to have invasive lung adenocarcinoma intraoperatively or postoperatively?"",
        ""type"": 2
    },
    {
        ""question"": ""Is your lung nodule predominantly ground glass in appearance?"",
        ""type"": 2
    },
    {
        ""question"": ""What is the Consolidation-to-tumor ratio (CTR) of your tumor?"",
        ""type"": 1
    },
    {
        ""question"": ""What is the size of your tumor?"",
        ""type"": 1
    },
    {
        ""question"": ""Is your tumor cN0 without distant metastasis?"",
        ""type"": 2
    },
    {
        ""question"": ""Can your tumor be completely resected according to the assessment of surgeons?"",
        ""type"": 2
    },
    {
        ""question"": ""Have you received any chemotherapy or radiotherapy before?"",
        ""type"": 2
    }
]"
NCT04835064,Pancreatic Cancer With Elevated Serum CA125 Were Compared With Those Who Did Not Receive Neoadjuvant Chemotherapy.,"

1. Voluntarily participate and sign the informed consent;
2. Age ≥18 years old and ≤75 years old, no gender limitation;
3. ECOG score ≤1;
4. Imaging evaluation of resectable pancreatic cancer, serum CA125≥35 U/mL;
5. pancreatic adenocarcinoma confirmed by pathology after pancreatic puncture or surgery;
6. No distant metastasis, malignant abdominal effusion or pleural effusion before neoadjuvant chemotherapy;Postoperative baseline chest, abdomen and pelvis CT showed no tumor metastasis/recurrence.
7. Expected survival ≥3 months;
8. No serious hematopoietic dysfunction, abnormal functions of heart, lung, liver and kidney and immune deficiency were observed. The laboratory test results met the following criteria: blood routine indicators: white blood cell (WBC) ≥3×109/L;Absolute neutrophils count (ANC) ≥1.5×109/L;Platelet (PLT) ≥100×109/L;Hemoglobin (HGB) ≥9g/dL;Blood biochemical indexes: AST (SGOT), ALT (SGPT) ≤2.5× upper limit of normal value (ULN);Total bilirubin (TBil) ≤ULN;Serum creatinine (CRE) ≤1.5×ULN;Coagulation function: Prothrombin time (PT), international standardized ratio (INR) ≤1.5×ULN;
9. the willingness of women with potential fertility to use medically approved contraceptives in the trial;
10. Able to follow the research visit plan and other program requirements.

","[
  {
    ""question"": ""Do you voluntarily agree to participate in this study and have you signed the informed consent form?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your age?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your ECOG score?"",
    ""type"": 1
  },
  {
    ""question"": ""Has your pancreatic cancer been confirmed by pathology after pancreatic puncture or surgery?"",
    ""type"": 2
  },
  {
    ""question"": ""Is your serum CA125 level equal to or higher than 35 U/mL?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have any distant metastasis, malignant abdominal effusion, or pleural effusion before neoadjuvant chemotherapy?"",
    ""type"": 2
  },
  {
    ""question"": ""Has your postoperative baseline chest, abdomen and pelvis CT shown any tumor metastasis/recurrence?"",
    ""type"": 2
  },
  {
    ""question"": ""How many months is your expected survival?"",
    ""type"": 1
  },
  {
    ""question"": ""Do you have any serious hematopoietic dysfunction, abnormal functions of heart, lung, liver, and kidney, or immune deficiency?"",
    ""type"": 2
  },
  {
    ""question"": ""What are your blood routine indicator values?"",
    ""type"": 1
  },
  {
    ""question"": ""What are your blood biochemical index values?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your serum creatinine level?"",
    ""type"": 1
  },
  {
    ""question"": ""What are your coagulation function values?"",
    ""type"": 1
  },
  {
    ""question"": ""If you are a woman of potential fertility, are you willing to use medically approved contraceptives in this trial?"",
    ""type"": 2
  },
  {
    ""question"": ""Are you able to follow the research visit plan and other program requirements?"",
    ""type"": 2
  }
]"
NCT05009446,Single Arm Study of Induction Chemoradiotherapy Combined With Surgery in the Treatment of Locally Advanced SNMM,"

1. Age over 18 years old;
2. Pathologically confirmed with sinonasal mucosal melanoma;
3. Eligible for assessment by enhanced contrast computed tomography scan or magnetic Resonance Imaging (MRI);
4. T4N0-1M0 according to the 8th edition American Joint Committee on Cancer (AJCC) staging system, and breaks through the natural anatomical boundaries of orbital fascia or dura mater; or 2) any Tumor stage, with retropharyngeal node metastasis. unresectable tumor after multi-disciplinary team (MDT) discussion.
5. Eastern Cooperative Oncology Group (ECOG) score between 0 to 2;
6. No distant metastasis;
7. Adequate organ function;
8. Sign the informed consent forms.

","[""Are you over 18 years old?"", ""Have you been pathologically confirmed with sinonasal mucosal melanoma?"", ""Are you eligible for assessment by enhanced contrast computed tomography scan or magnetic Resonance Imaging (MRI)?"", ""According to the 8th edition American Joint Committee on Cancer (AJCC) staging system, is your tumor stage T4N0-1M0, and does it break through the natural anatomical boundaries of orbital fascia or dura mater?"", ""Or, is your tumor any Tumor stage, with retropharyngeal node metastasis, and unresectable tumor after multi-disciplinary team (MDT) discussion?"", ""What is your Eastern Cooperative Oncology Group (ECOG) score?"", ""Do you have distant metastasis?"", ""Do you have adequate organ function?"", ""Have you signed the informed consent forms?""]"
NCT06031246,Selective Lymph Node Dissection for cT1N0M0 Invasive NSCLC With CTR>0.5 Located in the Apical Segment (ECTOP-1018),"

1. Patients who sign the informed consent form and are willing to complete the study according to the plan;
2. Aged from 18 to 80 years old;
3. ECOG equals 0 or 1;
4. Not receiving lung cancer surgery before;
5. Resectable peripheral cT1N0M0 tumors with CTR\>0.5 located in the apical segment;
6. Non-lepidic predominant invasive NSCLC dignosed by frozen section;
7. Not receiving chemotherapy or radiotherapy before.

","```json
[
  {
    ""question"": ""Have you signed the informed consent form and agreed to participate in the study as planned?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your age?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your ECOG score?"",
    ""type"": 1
  },
  {
    ""question"": ""Have you undergone lung cancer surgery before?"",
    ""type"": 2
  },
  {
    ""question"": ""What is the location of your tumor?"",
    ""type"": 1
  },
  {
    ""question"": ""What is the CTR value of your tumor?"",
    ""type"": 1
  },
  {
    ""question"": ""Is your tumor located in the apical segment?"",
    ""type"": 2
  },
  {
    ""question"": ""What is the pathological type of your tumor?"",
    ""type"": 1
  },
  {
    ""question"": ""Have you received any chemotherapy or radiotherapy before?"",
    ""type"": 2
  }
]
```"
NCT05703581,"Application of ""Heidelberg Triangle"" Dissection in Pancreatoduodenectomy and Distal Pancreatectomy","

1. Patients diagnosed by preoperative imaging and auxiliary examination as resectable or borderline resectable pancreatic malignant tumor or periampullary carcinoma who underwent pancreatoduodenectomy or distal pancreatectomy, with or without TRIANGLE operation.
2. Patients who have no serious abnormalities of blood system, heart and lung function and immune deficiency and can tolerate surgery.
3. Be able to comply with the research visit plan and other program requirements

","```json
[
  {
    ""question"": ""Were you diagnosed with a resectable or borderline resectable pancreatic malignant tumor or periampullary carcinoma through preoperative imaging and auxiliary examination?"",
    ""type"": 2
  },
  {
    ""question"": ""Did you undergo pancreatoduodenectomy or distal pancreatectomy, with or without TRIANGLE operation?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have any serious abnormalities in your blood system, heart and lung function, immune deficiency, or other conditions that would prevent you from tolerating surgery?"",
    ""type"": 2
  },
  {
    ""question"": ""Are you able to comply with the research visit plan and other program requirements?"",
    ""type"": 2
  }
]
```"
NCT05010681,Lenvatinib Plus Sintilimab in Patients With Immune Checkpoint Inhibitor Previously Treated Advanced Liver Cancer,"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Participants must have unresectable or metastatic histologically or cytologically confirmed hepatocellular carcinoma or intrahepatic cholangiocarcinoma
* Participants must have disease progression with an anti-PD-1 or anti-PD-L1 based regimen.
* At least one measurable site of disease as defined by RECIST 1.1 criteria with spiral CT scan or MRI.
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","```json
[
  {
    ""question"": ""Have you obtained written informed consent?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your age at the time of study entry?"",
    ""type"": 1
  },
  {
    ""question"": ""Is your hepatocellular carcinoma or intrahepatic cholangiocarcinoma histologically or cytologically confirmed?"",
    ""type"": 2
  },
  {
    ""question"": ""Is your disease unresectable or metastatic?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you experienced disease progression with an anti-PD-1 or anti-PD-L1 based regimen?"",
    ""type"": 2
  },
  {
    ""question"": ""How many measurable sites of disease do you have as defined by RECIST 1.1 criteria?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your Performance Status (PS) according to the ECOG scale?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your life expectancy?"",
    ""type"": 1
  },
  {
    ""question"": ""Do you have adequate blood count, liver-enzymes, and renal function?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your Total Bilirubin level?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your SGOT level?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your SGPT level?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your International normalized ratio (INR) level?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your Albumin level?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your Serum Creatinine level?"",
    ""type"": 1
  },
  {
    ""question"": ""For female patients with reproductive potential, have you had a negative urine or serum pregnancy test within 7 days prior to the start of the trial?"",
    ""type"": 2
  },
  {
    ""question"": ""Are you willing and able to comply with the protocol for the duration of the study, including treatment, adherence to contraceptive measures, scheduled visits, and examinations?"",
    ""type"": 2
  }
]
```"
NCT04978012,Fluzoparib and Camrelizumab in Treating Patients With R/M NPC That Progressed After First-line Chemotherapy,"

1. Sign an informed consent;
2. Age older than 18 years old and younger than 75 years old;
3. Patients with histologically confirmed recurrent/metastatic nasopharyngeal carcinoma, that progressed after at least first-line chemotherapy, according to RECIST 1.1 criteria;
4. No previous treatment of PD-1/L1 inhibitors, CTLA-4 inhibitors, other checkpoint inhibitors or immune modulation therapy, or PARP inhibitors;
5. At least one lesion that fulfills the criteria of ""Evaluable Disease"" per RECIST 1.1 Criteria;
6. Anticipated overall survival more than 3 months;
7. Satisfactory performance status: ECOG (Eastern Cooperative Oncology Group) scale 0-2;
8. Normal organ function;
9. HBV DNA\<500 IU/mL（or 2500 copies/mL）and HCV RNA negative ;
10. Male and no pregnant female, able to adapt birth control methods during treatment.

","[
  {
    ""question"": ""Please sign the informed consent form."",
    ""type"": 1
  },
  {
    ""question"": ""How old are you?"",
    ""type"": 1,
    ""option"": [""18-25"", ""26-35"", ""36-45"", ""46-55"", ""56-65"", ""66-75""]
  },
  {
    ""question"": ""Have you been histologically confirmed to have recurrent/metastatic nasopharyngeal carcinoma that has progressed after at least first-line chemotherapy, according to RECIST 1.1 criteria?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you received previous treatment with PD-1/L1 inhibitors, CTLA-4 inhibitors, other checkpoint inhibitors or immune modulation therapy, or PARP inhibitors?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have at least one lesion that fulfills the criteria of 'Evaluable Disease' per RECIST 1.1 Criteria?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your expected overall survival time?"",
    ""type"": 1,
    ""option"": [""Less than 1 month"", ""1-3 months"", ""3-6 months"", ""6-12 months"", ""More than 1 year""]
  },
  {
    ""question"": ""What is your performance status according to the ECOG scale?"",
    ""type"": 1,
    ""option"": [""0"", ""1"", ""2""]
  },
  {
    ""question"": ""Do you have normal organ function?"",
    ""type"": 2
  },
  {
    ""question"": ""What is the level of HBV DNA in your body?"",
    ""type"": 1,
    ""option"": [""<500 IU/mL"", ""<2500 copies/mL""]
  },
  {
    ""question"": ""Is HCV RNA negative in your body?"",
    ""type"": 2
  },
  {
    ""question"": ""Are you male or non-pregnant female?"",
    ""type"": 2
  },
  {
    ""question"": ""Can you adapt birth control methods during the treatment?"",
    ""type"": 2
  }
]"
