nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT04707443,Enteral Nutrition in Infants With Ileostomy,"

* After birth, infants aged 0-6 months (including neonates) undergo small bowel ostomy for various reasons.

","[""How old are you at the time of this survey?"", ""Have you undergone small bowel ostomy within the first 6 months of your life?"", ""What is the primary reason for your small bowel ostomy?"", ""Were you a neonate at the time of your small bowel ostomy?"", ""Can you describe any other health conditions or medical procedures you have had before or after your ostomy?""]"
NCT04843943,Sintilimab Combined With Bevacizumab Biosimilar for Potentially Resectable Intermediate HCC,"

1. Able to provide informed consent and willing to sign an approved consent form
2. Age 18-75, male and female
3. Potentially resectable Intermediate (CNLC-IIa and IIb) HCC with diagnosis confirmed by histology/cytology or clinically
4. No prior therapy for HCC
5. Child-Pugh: A
6. ECOG PS: 0-1
7. Expected survival ≥6 months
8. Measurable disease per RECIST1.1
9. Major organ functions meet the following requirements:

   no blood transfusion, no use of hematopoietic stimulators (including g-csf, gm-csf, EPO and TPO) and infusion of human albumin preparations within 14 days prior to screening: neutrophil absolute count ≥1.0×10\^9/L;Platelet count ≥ 75×10\^9/L;Hemoglobin ≥ 9 g/dL;Serum albumin ≥ 2.8 g/dL;Total serum bilirubin ≤2.0× upper limit of normal range (ULN);Alanine aminotransferase (ALT) and aspartate aminotransferase (AST) ≤ 5 × ULN;Serum creatinine (Cr) ≤1.5×ULN or Cr clearance ≥30 mL/min (calculated by Cockcroft-Gault formula);International standardized ratio (INR) ≤1.5×ULN;
10. Women of childbearing age must undergo a blood pregnancy test within the first 3 days of randomization with negative results and agree to use a reliable and effective method of contraception during the trial and within 120 days of the last trial drug administration. Male patients whose partners are women of childbearing age must agree to use a reliable and effective method of contraception during the trial and within 120 days of the last trial drug administration.

","[""Are you able to provide informed consent and willing to sign an approved consent form?"", ""What is your age, between 18 and 75?"", ""Is your HCC potentially resectable and classified as intermediate (CNLC-IIa and IIb), with diagnosis confirmed by histology/cytology or clinically?"", ""Have you received any prior therapy for HCC?"", ""What is your Child-Pugh classification?"", ""What is your ECOG Performance Status?"", ""How long is your expected survival, at least 6 months?"", ""Do you have measurable disease per RECIST 1.1?"", ""What are your major organ functions?"", ""Within the last 14 days, have you received blood transfusion, used hematopoietic stimulators, or had infusion of human albumin preparations?"", ""What is your neutrophil absolute count, \u22651.0\u00d710^9/L?"", ""What is your platelet count, \u226575\u00d710^9/L?"", ""What is your hemoglobin level, \u22659 g/dL?"", ""What is your serum albumin level, \u22652.8 g/dL?"", ""What is your total serum bilirubin level, \u22642.0\u00d7upper limit of normal range (ULN)?"", ""What are your ALT and AST levels, \u22645\u00d7ULN?"", ""What is your serum creatinine (Cr) level, \u22641.5\u00d7ULN or Cr clearance \u226530 mL/min (calculated by Cockcroft-Gault formula)?"", ""What is your International standardized ratio (INR), \u22641.5\u00d7ULN?"", ""For women of childbearing age, is your pregnancy test within the first 3 days of randomization negative?"", ""For male patients whose partners are women of childbearing age, do you agree to use a reliable and effective method of contraception during the trial and within 120 days of the last trial drug administration?""]"
NCT05628038,The Combination of Hypofractionated Radiotherapy and Immunotherapy in Locally Recurrent Rectal Cancer,"

* Patient is 18-75 years old at the time of signing the informed consent form.
* ECOG performance status 0-1.
* MRI/enhanced CT confirmed pelvic recurrence. According to RECIST 1.1, there is at least one measurable pelvic lesion.
* Distant metastasis lesions are no more than 5 and metastatic organ are no more than 3.
* No prior radiotherapy within 6 month.
* Previous system therapy. Patients Group Cohort A: participants with pelvic recurrence who have not previously been treated with first-line chemotherapy. Cohort B: Patients with disease progression or new lesions after first-line chemotherapy.
* Has an investigator determined life expectancy of at least 24 weeks.
* Demonstrate adequate organ function (bone marrow, liver, kidney and clotting function) within 7 days before the first administration without using blood products or hematopoietic stimulating factors.
* Non pregnant or lactating patients. Effective contraceptive methods should be used during the study and within 6 months of the last administration.
* Fully informed and willing to provide written informed consent for the trial.

","[""How old are you at the time of signing the informed consent form?"", ""Do you have an ECOG performance status of 0-1?"", ""Has your pelvic recurrence been confirmed by MRI/enhanced CT?"", ""According to RECIST 1.1, do you have at least one measurable pelvic lesion?"", ""How many distant metastatic lesions do you have?"", ""How many organs have metastatic lesions?"", ""Have you received radiotherapy within the past 6 months?"", ""Have you previously received system therapy?"", ""What is your expected life expectancy, as determined by the investigator, in weeks?"", ""Do you have adequate organ function (bone marrow, liver, kidney, and clotting function) within 7 days before the first administration, without using blood products or hematopoietic stimulating factors?"", ""Are you pregnant or lactating?"", ""What effective contraceptive methods do you use during the study and within 6 months after the last administration?"", ""Have you fully informed and provided written informed consent for the trial?""]"
NCT05638243,Evaluation of a Model for the Early Diagnosis of Colorectal Cancer by the Detection of 5-hydroxymethylcytosine (5-hmC) in Plasma Cell-free DNA to the Community Colorectal Cancer Screening Program,"

* Age ≥ 50 years old and\<75 years old;

  * The initial screening was positive (fecal occult blood or colorectal cancer risk questionnaire was positive)； ③ Receive sample collection; ④ Sign the informed consent form.

","[""How old are you?"", ""Has your initial screening result been positive for occult blood in feces or for a colorectal cancer risk?"", ""Are you willing to receive sample collection?"", ""Have you signed the informed consent form?""]"
NCT04491643,Megestrol Acetate Plus Rosuvastatin in Young Women With Early Endometrial Carcinoma,"

* Have a confirmed pathological diagnosis based upon hysteroscopy: histologically prove well-differentiated EEC G1 without myometrial invasion
* No signs of suspicious extrauterine involvement on enhanced magnetic resonance imaging (MRI) or enhanced computed tomography (CT) or ultrasound
* Have a desire for remaining reproductive function or uterus
* Good compliance with adjunctive treatment and follow-up
* Abnormal blood lipid. At least meet one of the following five items:

  1. Total cholesterol (TC) ≥ 5.2mmol/L (200mg/dL)
  2. Low-density lipoprotein cholesterol (LDL-C) ≥ 3.4mmol/L (130mg/dL)
  3. Fasting triglycerides (TG) ≥ 1.7mmol/L (150mg/dL)
  4. High-density lipoprotein cholesterol (HDL-C) \< 1.03mmol/L (40mg/dL)
  5. Apo-lipoprotein-A (Apo-A) \< 1.0g/L

","[""Has your pathological diagnosis been confirmed by hysteroscopy to be well-differentiated EEC G1 without myometrial invasion?"", ""Do you show any signs of suspicious extrauterine involvement on enhanced MRI, enhanced CT, or ultrasound?"", ""Do you wish to preserve your reproductive function or uterus?"", ""Can you comply with adjunctive treatment and follow-up?"", ""Please indicate your total cholesterol level (TC):""]"
NCT04268043,Comparation of Proseal Laryngeal Mask Airway With Flexible Laryngeal Airway Mask,"

Clinical diagnosis of otitis media.

","[""Have you been clinically diagnosed with otitis media?"", ""Can you describe the symptoms you are experiencing that led to the diagnosis of otitis media?"", ""How many episodes of otitis media have you had in the past year?"", ""Were antibiotics prescribed for your current episode of otitis media?"", ""How long have you been experiencing symptoms related to otitis media?"", ""Do you have any underlying conditions that may contribute to otitis media?""]"
NCT06024343,Minimally Invasive Pancreatic Enucleation With Main Pancreatic Duct Repair or Reconstruction,"

1. Age between 18 and 70 years, regardless of gender.
2. Solitary benign or low-grade malignant tumor of the pancreas.
3. Patients evaluated according to guidelines indicating the need for surgery or strongly requesting surgery.
4. Feasibility of performing minimally invasive pancreatic tumor enucleation based on preoperative imaging evaluation.
5. Intraoperative procedure involving repair or reconstruction of the main pancreatic duct.
6. Patients with an Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
7. Willingness to comply with the study's follow-up plan and other protocol requirements.
8. Voluntary participation and signed informed consent.

","[""Are you between the ages of 18 and 70?"", ""Do you have a solitary benign or low-grade malignant tumor of the pancreas?"", ""Have you been advised to undergo surgery or have a strong preference for surgery according to guidelines?"", ""Is minimally invasive pancreatic tumor enucleation feasible based on preoperative imaging for your condition?"", ""Did your intraoperative procedure involve repair or reconstruction of the main pancreatic duct?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"", ""Are you willing to comply with the study's follow-up plan and other protocol requirements?"", ""Have you provided voluntary participation and signed informed consent?""]"
NCT04443543,An Adaptive-design Prospective Cohort Study of Watch and Wait Strategy in Patients With Locally Advanced Rectal Cancer,"

* pathological confirmed adenocarcinoma
* clinical stage T2-4 and/or N+, inappropriate for local excision
* the distance from anal verge less than 5 cm, or considered inappropriate for anal preservation by surgeons.
* Strong desire to preserve the anus, able to receive close surveillance for at least 2 years after chemoradiotherapy.
* without distance metastases
* aged between 18 to 75 years old.
* performance status score: 0\~1
* UGT1A1\*28 6/6 or 6/7
* sign the inform consent

","[""Have you been pathologically confirmed to have adenocarcinoma?"", ""What is the clinical stage of your cancer? (T2-4 and/or N+)"", ""Is local excision considered inappropriate for your tumor?"", ""How far is your tumor from the anal verge?"", ""Do you have a strong desire to preserve your anus?"", ""How long are you able to receive close surveillance for after chemoradiotherapy?"", ""Do you have any distant metastases?"", ""What is your age?"", ""What is your performance status score (0-1)?"", ""What is your UGT1A1*28 status (6/6 or 6/7)?"", ""Have you signed the informed consent?""]"
NCT05587543,Clinical Study on the EBV CAR-T /TCR-T Cells in the Treatment of Nasopharyngeal Carcinoma,"

* Voluntary written informed consent;
* Age ≥18 years old, ≤75 years old, male and female;
* Expected survival ≥3 months;
* The Eastern Cooperative Oncology Group (ECOG) physical fitness score was 0-2;
* Ebv-positive nasopharyngeal carcinoma was diagnosed by in situ hybridization with Ebers (Eber-fish) .
* Pathological Paraffin section testing (within 5 years before signing the informed consent form) ;
* At least one measurable lesion according to RECIST v1.1 criteria for solid tumors;
* Recurrent/metastatic nasopharyngeal carcinoma patients who had previously failed second-line or more systemic therapy;
* An apheresis or venous access can be established and there are no other contraindications to blood cell isolation；
* CTCAE 5.0 was lower than grade 1 in the side effects of previous anti-tumor therapy (radiotherapy, chemotherapy, targeted therapy, etc.)
* During the study period and up to 6 months after the end of the administration, fertile subjects -LRB-both male and female) were required to use effective medical contraception. For women of reproductive age, a pregnancy test should be performed within 72 hours before the first dose, and the results were negative.

","[""Have you provided voluntary written informed consent for participation in this study?"", ""What is your age, in years? Please specify if you are older than 18 and younger than or equal to 75."", ""How long do you expect to survive, in months?"", ""What is your Eastern Cooperative Oncology Group (ECOG) physical fitness score?"", ""Have you been diagnosed with EBV-positive nasopharyngeal carcinoma by in situ hybridization with Ebers (Eber-fish)?"", ""When was the last time you had a pathological paraffin section test?"", ""Do you have at least one measurable lesion according to RECIST v1.1 criteria for solid tumors?"", ""Have you previously failed second-line or more systemic therapies for recurrent/metastatic nasopharyngeal carcinoma?"", ""Can you establish an apheresis or venous access for blood cell isolation, and do you have any other contraindications to this procedure?"", ""What is the highest grade 1 side effect you have experienced from previous anti-tumor therapies (such as radiotherapy, chemotherapy, targeted therapy) according to CTCAE 5.0?"", ""Are you fertile and sexually active during the study period and up to 6 months after the end of administration?"", ""If you are a woman of reproductive age, have you performed a pregnancy test within 72 hours before the first dose, and was the result negative?""]"
NCT04991779,AI-assisted cEEG Diagnosis of Neonatal Seizures in Neonatal Intensive Care Unit,"

* Postnatal age \< or = 28 days;
* cEEG monitoring at least 12hours monitoring;
* Suspected seizures;
* Risk of Intracranial hemorrhage;
* Abnormality of MRI or ultrasound before cEEG;
* Neonates diagnosed with encephalopathy or suspected of encephalopathy;
* Hypoxic-ischemic encephalopathy or suspected hypoxic-ischemic encephalopathy;
* Metabolic disturbances (Hypoglycemia, Hypocalcemia, Hypomagnesemia, Inborn errors of metabolism);
* Central nervous system (CNS) or systemic infections;
* Postsurgical neonatal within 3 days;
* Suspected genetic disease or Positive genetic diagnoses;

","[""How old are you at most 28 days after birth?"", ""Have you undergone continuous electroencephalography (cEEG) monitoring for at least 12 hours?"", ""Do you have suspected seizures?"", ""Are you at risk of intracranial hemorrhage?"", ""Did you have an abnormality in your MRI or ultrasound results before cEEG?"", ""Have you been diagnosed with encephalopathy, or is there a suspicion of encephalopathy?"", ""Have you been diagnosed with hypoxic-ischemic encephalopathy, or is there a suspicion of same?"", ""Are you experiencing metabolic disturbances such as hypoglycemia, hypocalcemia, hypomagnesemia, or inborn errors of metabolism?"", ""Are you suffering from CNS or systemic infections?"", ""Have you undergone surgery within the last 3 days?"", ""Is there a suspicion of a genetic disease, or have you received a positive genetic diagnosis?""]"
NCT05059379,Medial vs. Entire Supraclavicular Lymph Node Radiation Therapy for Patients With Invasive Breast Cancer,"

1. ECOG 0-1
2. Newly diagnosed invasive breast cancer
3. Initial clincial diagonosis stage is T1-4, N0-3a/b, M0: If neoadjuvant chemotherapy was not administered: pathological stage is T1-3N2-3a/b, M0; If neoadjuvant chemotherapy was administered：clinical stage III or pathological stage is T1-4N1-3a/bM0.
4. Underwent breast conservative surgery or Mastectomy with or without breast reconstruction with clear negative margin. At least, axillary level I and level II should be cleared with ≥10 lymph node (including the number of sentinal lymph node) . Level III dissection and internal mamamry node dissection are not required, but may be performed at the discretion of the surgeon.
5. Should receive ≥6 cycles standard neoadjuvant and/or adjuvant chemotherapy (taxane and/or anthracycline based).
6. Enrolled on the trial within 12 weeks of the later of two dates: the final breast cancer surgical procedure or administration of the last cycle of cytotoxic chemotherapy.
7. For ER and/or PR positive patients, the duration of anticipated endocrine therapy should be≥5 year ; For HER2 postive patients, the duration of anticipated herceptin should be 1 year.
8. Writtern, informed consent.

","[{
		""question"": ""What is your ECOG performance status?"",
		""type"": 1,
		""option"": [""0 - 1 ""]
	}, {
		""question"": ""Have you been newly diagnosed with invasive breast cancer?"",
		""type"": 2,
		""option"": [""Yes"", ""No""]
	},
	{
		""question"": ""What is the initial clinical diagnosis stage of your breast cancer?"",
		""type"": 1,
		""option"": [""T1-4"", ""N0-3a/b"", ""M0""]
	},
	{
		""question"": ""Have you undergone breast conservative surgery or mastectomy with or without reconstruction?"",
		""type"": 2,
		""option"": [""Yes"", ""No""]
	},
	{
		""question"": ""How many lymph nodes were cleared in your surgery, including sentinel lymph nodes?"",
		""type"": 1,
		""option"": [""≥10""]
	},
	{
		""question"": ""Will you receive at least 6 cycles of standard neoadjuvant and/or adjuvant chemotherapy?"",
		""type"": 2,
		""option"": [""Yes"", ""No""]
	},
	{
		""question"": ""When were you enrolled in the trial relative to your breast cancer surgery or last chemotherapy cycle?"",
		""type"": 1,
		""option"": [""Within 12 weeks""]
	},
	{
		""question"": ""Is your breast cancer ER and/or PR positive?"",
		""type"": 2,
		""option"": [""Yes"", ""No""]
	},
	{
		""question"": ""What is the anticipated duration of endocrine therapy for ER and/or PR positive patients?"",
		""type"": 1,
		""option"": [""≥5 years""]
	},
	{
		""question"": ""Is your breast cancer HER2 positive?"",
		""type"": 2,
		""option"": [""Yes"", ""No""]
	},
	{
		""question"": ""What is the anticipated duration of herceptin for HER2 positive patients?"",
		""type"": 1,
		""option"": [""1 year""]
	},
	{
		""question"": ""Have you provided written, informed consent?"",
		""type"": 2,
		""option"": [""Yes"", ""No""]
	}
]"
NCT04524884,Toripalimab Combined With Surufatinib for Locally Advanced Thyroid Cancer: a Phase II Study,"

1. The patient volunteered to participate in the study and signed an informed consent form and shows good compliance;
2. Age ≥18 years, male or female;
3. Pathologically diagnosed locally advanced differentiated thyroid cancer, including papillary thyroid cancer and follicular thyroid cancer;
4. Diagnosis of locally advanced disease should meet at least one of the criteria:1)Unresectable locally advanced lesion; 2)Difficult to achieve R0/R1 resection during preoperative assessment; 3)AJCC T4 stage: Primary tumor with invasion or adhesion of at least one of the following structures / organs, including: trachea, esophagus, common carotid artery, larynx, anterior vertebral fascia, brachial plexus;
5. Have at least one measurable lesion (RECIST 1.1);
6. Eastern Cooperative Oncology Group (ECOG) score 0-2;
7. Expected survival time ≥ 12 weeks;
8. If the patient presents with distant metastasis, the value of local treatment should be assessed by the investigator;
9. The patient volunteered to receive tumor biopsy/surgery during rull-in and rull-out periods.
10. The main organ functions meet the following criteria within 7 days before treatment:1)Standard blood test (without blood transfusion within 14 days):Hemoglobin (HB) ≥90g / L; Absolute neutrophil value (ANC) ≥ 1.5 × 109 / L; Platelet (PLT) ≥80 × 109 / L; 2)Biochemical inspection must meet the following standards: Total bilirubin (TBIL) ≤ 1.5 times the upper limit of normal value (ULN); Alanine aminotransferase (ALT) and aspartate aminotransferase (AST) ≤2.5 ULN, if with liver metastases, ALT and AST ≤ 5 ULN; Serum creatinine (Cr) ≤ 1.5 ULN or creatinine clearance (CCr)\>50ml / min; 3)International normalized ratio (INR) ≤2.3 or prothrombin time (PT) prolongs less than 6 seconds; 4)Urine routine indicates urinary protein \<++, and the 24-hour urine protein quantification is less than 1.0 g.
11. Women of childbearing age should agree to use contraceptives during the study; negative serum or urine pregnancy tests within 14 days before study enrollment.

","[""Have you volunteered to participate in this study and signed an informed consent form?"", ""What is your age, male or female?"", ""Have you been pathologically diagnosed with locally advanced differentiated thyroid cancer, including papillary thyroid cancer and follicular thyroid cancer?"", ""Does your locally advanced disease meet at least one of the following criteria?"", ""Unresectable locally advanced lesion"", ""Difficult to achieve R0/R1 resection during preoperative assessment"", ""AJCC T4 stage: Primary tumor with invasion or adhesion of at least one of the following structures / organs, including: trachea, esophagus, common carotid artery, larynx, anterior vertebral fascia, brachial plexus"", ""Do you have at least one measurable lesion (RECIST 1.1)?"", ""What is your Eastern Cooperative Oncology Group (ECOG) score?"", ""Expected survival time is at least 12 weeks, is that correct?"", ""If you have distant metastasis, should the value of local treatment be assessed by the investigator?"", ""Have you volunteered to receive tumor biopsy/surgery during rull-in and rull-out periods?"", ""Within 7 days before treatment, do your main organ functions meet the following criteria?"", ""Hemoglobin (HB) \u226590g / L"", ""Absolute neutrophil value (ANC) \u2265 1.5 \u00d7 10^9 / L"", ""Platelet (PLT) \u226580 \u00d7 10^9 / L"", ""Total bilirubin (TBIL) \u2264 1.5 times the upper limit of normal value (ULN)"", ""Alanine aminotransferase (ALT) and aspartate aminotransferase (AST) \u22642.5 ULN, if with liver metastases, ALT and AST \u2264 5 ULN"", ""Serum creatinine (Cr) \u2264 1.5 ULN or creatinine clearance (CCr)>50ml / min"", ""International normalized ratio (INR) \u22642.3 or prothrombin time (PT) prolongs less than 6 seconds"", ""Urine routine indicates urinary protein <++, and the 24-hour urine protein quantification is less than 1.0 g"", ""Women of childbearing age should agree to use contraceptives during the study, is that correct?"", ""Have you undergone negative serum or urine pregnancy tests within 14 days before study enrollment?""]"
NCT05494190,The Management of Metastatic Neck Nodes in N2/3 Hypopharyngeal Squamous Cell Carcinoma,"

1. Able to understand and willing to sign a written informed consent document.
2. Age ≥ 18 and ≤ 75 years.
3. Male or female.
4. Karnofsky physical status (KPS): ≥ 80
5. Hepatic function, renal function and normal blood test. Hepatic function: Alanine aminotransferase (ALT) ≤ 2.5 upper limit of normal, Aspartate aminotransferase (AST) ≤ 2.5 upper limit of normal. Serum total bilirubin ≤ 1.5 upper limit of normal. Kidney function: Serum creatinine \< upper limit of normal value and creatinine clearance rate \> 60 ml/(min\*1.73m2) (Cockcroft-Gault formula). Blood test: neutrophil (Neu) ≥ 1.5×109/L, platelet (PLT) ≥ 100×109/L, hemoglobin (HGB) ≥ 90 g/L.
6. Pathologically diagnosed with squamous cell carcinoma of the hypopharynx.
7. After clinical and radiographic evaluations, clinically classified as T1/2 N2/3 M0 stage according to American Joint Committee on Cancer (AJCC, eighth edition).
8. Resectable regional metastatic lesion (incompletely tumor- wrapped carotid vascular).
9. Assessable tumor lesions according to Response Evaluation Criteria in Solid Tumors (RECIST, Version 1.1).
10. Radical treatment intent.
11. Male patients with fertility and female patients with fertility and pregnancy risk must agree to use contraceptive methods throughout the study period, and continued until at least 6 months after the last dose of cisplatin. Female patients who do not have fertility (ie meet at least one of the following criteria): Have undergone hysterectomy and/or bilateral oophorectomy with archival records, medically confirmed ovarian function decline; In postmenopausal state. It is defined as: At least 12 months of continuous menstruation without other pathological or physiological reasons, and the status confirmed by serum follicle stimulating hormone (FSH) levels is consistent with postmenopausal status.
12. Good compliance.

","[""Can you understand and are you willing to sign a written informed consent document?"", ""What is your age, rounded to the nearest year?"", ""What is your gender?"", ""What is your Karnofsky physical status (KPS) score?"", ""What are the values of your liver function tests (ALT and AST)?"", ""What is the level of serum total bilirubin in your most recent blood test?"", ""What is your creatinine level and creatinine clearance rate?"", ""What are the levels of your blood cell counts (neutrophils, platelets, and hemoglobin)?"", ""Have you been pathologically diagnosed with squamous cell carcinoma of the hypopharynx?"", ""According to AJCC eighth edition staging, what is your clinical stage (T1/2 N2/3 M0)?"", ""Do you have a resectable regional metastatic lesion (incompletely tumor-wrapped carotid vascular)?"", ""Can your tumor lesions be assessed according to RECIST Version 1.1?"", ""Do you intend to receive radical treatment?"", ""If you are a male patient with fertility or a female patient with fertility and pregnancy risk, are you agreeable to using contraceptive methods throughout the study period and at least 6 months after the last dose of cisplatin?"", ""If you are a female patient without fertility, please indicate which of the following criteria apply to you (choose all that apply):"", ""How would you rate your compliance with medical instructions?""]"
NCT05483543,Pamiparib for Consolidation Treatment of Unprogressed LS-SCLC After Concurrent Chemoradiotherapy,"

* The patient or a legally authorized representative must provide study-specific informed consent prior to study entry, had good compliance and cooperated with the follow-up.
* Age at least 18 years
* Pathologically (histologically or cytologically) proven diagnosis of limited stage small cell lung cancer (Stage Tx, T1-T4, N0-3, M0, American Joint Committee on Cancer \[AJCC\] staging, 8th edition \[Ed.\]), within 60 days prior to registration
* Patients must have had measurable disease (per Response Evaluation Criteria in Solid Tumors \[RECIST\], version 1.1) prior to the required cycle of cCRT
* Patients must be free of disease progression and not be able to receive other antitumor therapy within 6 weeks of completion of cCRT
* Patients must submit archived or freshly biopsied tumor tissue (formalin-fixed, paraffin-embedded tissue block or approximately 15 unstained sections \[must have \>8 sections\]) along with the relevant pathology report.
* Eastern Cooperative Oncology Group (ECOG) performance status of 0-2 within 30 days prior to registration
* Patient life expectancy must be \>12 weeks

","[""Can you provide study-specific informed consent and have good compliance for follow-up?"", ""What is your age?"", ""Do you have a pathologically proven diagnosis of limited stage small cell lung cancer within 60 days prior to registration?"", ""How many measurable disease do you have prior to the required cycle of cCRT, according to RECIST version 1.1?"", ""Can you receive other antitumor therapy within 6 weeks of completion of cCRT?"", ""Please provide archived or freshly biopsied tumor tissue along with the relevant pathology report."", ""What is your ECOG performance status within 30 days prior to registration?"", ""How long is your life expectancy?""]"
NCT05963490,Regorafenib Alone or in Combination With High/Low-dose Radiotherapy Plus Toripalimab for Metastatic Colorectal Cancer,"

1. Age ≥18 years old
2. An Eastern Cooperative Oncology Group (ECOG) performance status ≤1
3. Life expectancy of at least 3 months
4. Histopathological confirmed MSS/pMMR adenocarcinoma of the colon or rectum
5. At least two evaluable metastatic lesions for SABR and LDRT according to RECIST 1.1
6. Progressed on or after the standard first-and second-line therapies or stopped standard therapy because of unacceptable toxic effects
7. Previous radiotherapy completed at least 4 weeks before randomization
8. Adequate bone-marrow, hepatic, and renal function: neutrophils ≥ 1.5 × 10\^9/L, Hb ≥ 90 g/L, PLT ≥ 100 × 10\^9/L, ALT/ AST≤2.5 ULN, Cr≤1 ULN
9. Sign the informed consent and have good compliance

","[""Are you at least 18 years old?"", ""Does your ECOG performance status exceed 1?"", ""How much longer do you expect to live, at least?"", ""Have you been histopathologically confirmed with MSS/pMMR adenocarcinoma of the colon or rectum?"", ""How many evaluable metastatic lesions do you have according to RECIST 1.1 for SABR and LDRT?"", ""Have you progressed on or after standard first-and second-line therapies, or stopped standard therapy due to unacceptable toxic effects?"", ""When did you complete previous radiotherapy?"", ""Do you have adequate bone-marrow, hepatic, and renal function?"", ""What is your neutrophil count (\u2265 1.5 \u00d7 10\u2079/L)?"", ""What is your hemoglobin level (\u2265 90 g/L)?"", ""What is your platelet count (\u2265 100 \u00d7 10\u2079/L)?"", ""What is your ALT/AST level (\u22642.5 ULN)?"", ""What is your creatinine level (\u22641 ULN)?"", ""Have you signed the informed consent and demonstrated good compliance?""]"
NCT06289803,The Application of Probe Confocal Laser Endomicroscopy in Pancreatic Tumor Surgery,"

1. patients are diagnosed with pancreatic neoplasms based on preoperative radiographic findings and auxiliary examination results, and they will undergo pancreatoduodenectomy or distal pancreatectomy.
2. Patients who have no serious abnormalities of blood system, heart and lung function and immune deficiency and can tolerate surgery.
3. Patients who are not allergic to fluorescein sodium will be included.

","[""Based on your preoperative radiographic findings and auxiliary examination results, have you been diagnosed with pancreatic neoplasms?"", ""Will you be undergoing pancreatoduodenectomy or distal pancreatectomy?"", ""Do you have any serious abnormalities in your blood system, heart, and lung function, as well as immune deficiency, that would prevent you from tolerating surgery?"", ""Are you allergic to fluorescein sodium?""]"
