nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT06092164,Visual Outcomes of Functional Intraocular Lenses in Cataracts,"

* cataract
* age \> 18 years

","[""What is your age?"", ""Do you have a cataract?"", ""Are you older than 18 years?""]"
NCT05238064,Parsaclisib in Combination With CHOP in Participants With Previously Untreated PTCL,"

* 1. Subjects fully understand and voluntarily participate in this study and sign informed consent
* 2. Age≥18, ≤70 years
* 3. Histologically confirmed diagnosis of treatment-naïve PTCL, including peripheral T-cell lymphoma-not otherwise specified (PTCL-NOS), anaplastic large cell lymphoma (ALCL, ALK+ALCL with IPI≥2, no limitation with ALC-ALCL), angioimmunoblastic T-cell lymphoma (AITL), enteropathy related T-cell lymphoma, hepatosplenic T-cell, γ/δ T-cell lymphoma; Other PTCL that investigators consider to be appropriate to be enrolled.
* 4. No previous systemic treatment before enrollment.
* 5. At least one measurable lesions according to LUGANO 2014 criteria.
* 6. Eastern Cooperative Oncology Group (ECOG) Performance Status (PS) 0-2.
* 7. Life expectancy ≥3 months.
* 8. Ineligible or decline to receive autologous stem cell transplantation (ASCT).
* 9. Adequate main organ function defined as the following required baseline laboratory data: Absolute neutrophil count (ANC)≥1.5×109/L without given G-CSF within 14 days; Platelet count (PLT)≥75×109/L without given transfusion with 14 days; Hemoglobin (HB)≥8g/dL without given transfusion or erythropoietin; Total bilirubin (TBIL)≤1.5X upper limit of normal (ULN); Aspartate aminotransferase (AST) and alanine aminotransferase (ALT)≤2.5X ULN; Serum creatinine (Scr)≤1.5X ULN; Left ventricular ejection fraction (LVEF)≥50%; For female participants of childbearing period, a negative urine or serum pregnancy test should be performed with 1 week prior to receiving first dose of investigational drug (day 1 of cycle 1). If a urine pregnancy test result cannot be confirmed as negative, a blood pregnancy test is required. Women of non-reproductive age was defined as at least 1 year after menopause or having undergone surgical sterilization or hysterectomy.
* 10.If there is a risk of pregnancy, all participants (both men and women) are required to use a contraceptive with an annual failure rate of less than 1% for entire treatment period up to 120 days after the last dose of investigational drug (or 180 days after chemotherapeutic drug).

","[""Do you fully understand and voluntarily participate in this study?"", ""What is your age?"", ""Have you been histologically diagnosed with treatment-na\u00efve PTCL?"", ""What type of PTCL do you have? (e.g. PTCL-NOS, ALCL, AITL, etc.)"", ""Have you received any previous systemic treatment?"", ""Do you have at least one measurable lesion according to LUGANO 2014 criteria?"", ""What is your ECOG Performance Status (PS)?"", ""What is your life expectancy?"", ""Are you eligible or willing to receive autologous stem cell transplantation (ASCT)?"", ""What is your absolute neutrophil count (ANC)?"", ""What is your platelet count (PLT)?"", ""What is your hemoglobin (HB)?"", ""What is your total bilirubin (TBIL)?"", ""What are your aspartate aminotransferase (AST) and alanine aminotransferase (ALT)?"", ""What is your serum creatinine (Scr)?"", ""What is your left ventricular ejection fraction (LVEF)?"", ""Are you a female of childbearing period?"", ""Have you had a negative urine or serum pregnancy test within 1 week prior to receiving the first dose of investigational drug?"", ""Are you using a contraceptive with an annual failure rate of less than 1%?""]"
NCT06085690,"Multicenter Clinical Translational Study of ""ICU-NO CRBSI"" Based on Improvement Science","

* ICU stay over 48 hours
* CVC was placed for more than 24 hours

","[""How long did you stay in the ICU?"", ""Did you stay in the ICU for more than 48 hours?"", ""How long did the CVC stay in place?"", ""Was the CVC placed for more than 24 hours?""]"
NCT05634590,The Efficacy and Safety of Fruquintinib Plus FOLFIRI/FOLFOX as Second-line Treatment in Patients With RAS-mutant Metastatic Colorectal Cancer,"

* ≥18 years
* Histological or cytological confirmed colorectal cancer;
* RAS mutation
* Expected survival \>12 weeks;
* Fail in previous standard therapy, which must include FOLFOX/FOLFIRI;
* ECOG PS 0-1;
* At least one measurable lesion (according to RECIST1.1);
* Adequate hepatic, renal, heart, and hematologic functions;
* Negative serum pregnancy test at screening for women of childbearing potential.

","[""How old are you?"", ""Have you been histologically or cytologically confirmed with colorectal cancer?"", ""Do you have a RAS mutation?"", ""How long do you expect to survive? (in weeks)"", ""Have you failed in previous standard therapy, including FOLFOX/FOLFIRI?"", ""What is your ECOG PS score?"", ""Do you have at least one measurable lesion according to RECIST1.1?"", ""Do you have adequate hepatic function?"", ""Do you have adequate renal function?"", ""Do you have adequate heart function?"", ""Do you have adequate hematologic function?"", ""If you are a woman of childbearing potential, what is the result of your serum pregnancy test at screening?""]"
NCT04215003,A Clinical Trial of Breast Cancer Neo-adjuvant Therapy Based on Molecular Pathway in FUSCC,"

* Age: 18-70 years old Expected survival \> 12 months Baseline ECOG Performance Status rating 0-1 Naïve to chemotherapy or hormonal treatments Radiologically confirmed and biopsy diagnosed invasive ductal carcinoma of breast and prepared to be treated surgically Locally advance breast cancer of stage IIb-IIIc No concurrent malignancy (except controlled cervical carcinoma in situ or basal cell carcinoma of skin) Patients have measurable lesions (according to RECIST v1.1 criteria) Intention to cooperate with baseline puncture and neoadjuvant therapy No advanced metastasis or metastasis involving brain or liver Adequate bone marrow function, blood routine examination shows neutrophil count ≥ 1.5x109/L, hemoglobin level ≥ 100 g/L, Platelets ≥ 100 x 109/L Adequate liver and kidney function, serum aminotransferase (AST) ≤ 60U/L, serum total bilirubin ≤ 2.5 times ULN, serum creatinine ≤110μmol/L, urea nitrogen ≤7.1mmol/L No coagulation abnormality Normal heart function, with normal ECG and LVEF ≥ 55% Women of childbearing age agree to take reliable contraceptive measures during clinical trials, and negative serum or urine pregnancy test within 7 days prior to administration No coagulation abnormality Sign the informed consent statement and voluntarily receive follow-ups, treatments, laboratory tests and other research procedures according to protocol.

","[""What is your age?"", ""Do you expect to survive more than 12 months?"", ""What is your ECOG Performance Status rating?"", ""Have you received chemotherapy or hormonal treatments before?"", ""Have you been diagnosed with invasive ductal carcinoma of breast?"", ""What is your breast cancer stage?"", ""Do you have any concurrent malignancy (except controlled cervical carcinoma in situ or basal cell carcinoma of skin)?"", ""Do you have measurable lesions according to RECIST v1.1 criteria?"", ""Are you willing to cooperate with baseline puncture and neoadjuvant therapy?"", ""Do you have advanced metastasis or metastasis involving brain or liver?"", ""What is your neutrophil count?"", ""What is your hemoglobin level?"", ""What is your platelet count?"", ""What is your serum aminotransferase (AST) level?"", ""What is your serum total bilirubin level?"", ""What is your serum creatinine level?"", ""What is your urea nitrogen level?"", ""Do you have any coagulation abnormality?"", ""Do you have normal heart function with normal ECG and LVEF \u2265 55%?"", ""Are you a woman of childbearing age willing to take reliable contraceptive measures during clinical trials?"", ""Have you signed the informed consent statement and agree to voluntarily receive follow-ups, treatments, laboratory tests and other research procedures according to protocol?""]"
NCT03786003,ELobectomy for NSCLC by VATS Versus Thoracotomy (ECTOP-1007),"

* Clinical stage T1N0M0 and surgical resectable.
* Solid appearance on computed tomography scan.
* Age 18 to 75 year.
* Signed the informed consent form.

","[""What is your clinical stage?"", ""Is your tumor surgically resectable?"", ""What does your computed tomography scan show?"", ""How old are you?"", ""Have you signed the informed consent form?""]"
NCT05717803,Segmentectomy for Ground Glass-dominant Invasive Lung Cancer (ECTOP-1012),"

* Patients who sign the informed consent form and are willing to complete the study according to the plan;
* Aged from 18 to 80 years old;
* ECOG equals 0 or 1;
* Not receiving lung cancer surgery before;
* Confirmed to be invasive lung adenocarcinoma intraoperatively or postoperatively;
* Ground glass-dominant lung nodules
* Consolidation-to-tumor ratio (CTR) ranges from 0 to 0.5, and tumor size ranges from 2 to 3cm;
* cN0 without distant metastasis;
* Tumors could be completely resected assed by surgeons;
* Not receiving chemotherapy or radiotherapy before.

","[""Are you willing to sign the informed consent form and complete the study according to the plan?"", ""How old are you?"", ""What is your ECOG performance status?"", ""Have you had lung cancer surgery before?"", ""Has your lung adenocarcinoma been confirmed intraoperatively or postoperatively?"", ""Do you have ground glass-dominant lung nodules?"", ""What is your consolidation-to-tumor ratio (CTR)?"", ""What is the size of your tumor?"", ""Do you have any distant metastasis?"", ""Can your tumor be completely resected according to the surgeon's assessment?"", ""Have you received chemotherapy or radiotherapy before?""]"
NCT04835064,Pancreatic Cancer With Elevated Serum CA125 Were Compared With Those Who Did Not Receive Neoadjuvant Chemotherapy.,"

1. Voluntarily participate and sign the informed consent;
2. Age ≥18 years old and ≤75 years old, no gender limitation;
3. ECOG score ≤1;
4. Imaging evaluation of resectable pancreatic cancer, serum CA125≥35 U/mL;
5. pancreatic adenocarcinoma confirmed by pathology after pancreatic puncture or surgery;
6. No distant metastasis, malignant abdominal effusion or pleural effusion before neoadjuvant chemotherapy;Postoperative baseline chest, abdomen and pelvis CT showed no tumor metastasis/recurrence.
7. Expected survival ≥3 months;
8. No serious hematopoietic dysfunction, abnormal functions of heart, lung, liver and kidney and immune deficiency were observed. The laboratory test results met the following criteria: blood routine indicators: white blood cell (WBC) ≥3×109/L;Absolute neutrophils count (ANC) ≥1.5×109/L;Platelet (PLT) ≥100×109/L;Hemoglobin (HGB) ≥9g/dL;Blood biochemical indexes: AST (SGOT), ALT (SGPT) ≤2.5× upper limit of normal value (ULN);Total bilirubin (TBil) ≤ULN;Serum creatinine (CRE) ≤1.5×ULN;Coagulation function: Prothrombin time (PT), international standardized ratio (INR) ≤1.5×ULN;
9. the willingness of women with potential fertility to use medically approved contraceptives in the trial;
10. Able to follow the research visit plan and other program requirements.

","[""Are you willing to participate voluntarily and sign the informed consent?"", ""How old are you?"", ""What is your ECOG score?"", ""What is your serum CA125 level?"", ""Have you been diagnosed with pancreatic adenocarcinoma confirmed by pathology after pancreatic puncture or surgery?"", ""Do you have distant metastasis, malignant abdominal effusion or pleural effusion before neoadjuvant chemotherapy?"", ""What is your expected survival time?"", ""Do you have serious hematopoietic dysfunction, abnormal functions of heart, lung, liver and kidney, or immune deficiency?"", ""What is your white blood cell (WBC) count?"", ""What is your absolute neutrophils count (ANC)?"", ""What is your platelet (PLT) count?"", ""What is your hemoglobin (HGB) level?"", ""What is your AST (SGOT) level?"", ""What is your ALT (SGPT) level?"", ""What is your total bilirubin (TBil) level?"", ""What is your serum creatinine (CRE) level?"", ""What is your prothrombin time (PT)?"", ""What is your international standardized ratio (INR)?"", ""Are you willing to use medically approved contraceptives in the trial if you are a woman with potential fertility?"", ""Are you able to follow the research visit plan and other program requirements?""]"
NCT05009446,Single Arm Study of Induction Chemoradiotherapy Combined With Surgery in the Treatment of Locally Advanced SNMM,"

1. Age over 18 years old;
2. Pathologically confirmed with sinonasal mucosal melanoma;
3. Eligible for assessment by enhanced contrast computed tomography scan or magnetic Resonance Imaging (MRI);
4. T4N0-1M0 according to the 8th edition American Joint Committee on Cancer (AJCC) staging system, and breaks through the natural anatomical boundaries of orbital fascia or dura mater; or 2) any Tumor stage, with retropharyngeal node metastasis. unresectable tumor after multi-disciplinary team (MDT) discussion.
5. Eastern Cooperative Oncology Group (ECOG) score between 0 to 2;
6. No distant metastasis;
7. Adequate organ function;
8. Sign the informed consent forms.

","[""How old are you?"", ""Have you been pathologically confirmed with sinonasal mucosal melanoma?"", ""Are you eligible for assessment by enhanced contrast computed tomography scan or magnetic Resonance Imaging (MRI)?"", ""What is your current tumor stage according to the 8th edition American Joint Committee on Cancer (AJCC) staging system?"", ""Has your tumor broken through the natural anatomical boundaries of orbital fascia or dura mater?"", ""Do you have retropharyngeal node metastasis?"", ""What is your current Eastern Cooperative Oncology Group (ECOG) score?"", ""Do you have any distant metastasis?"", ""Do you have adequate organ function?"", ""Have you signed the informed consent forms?""]"
NCT06031246,Selective Lymph Node Dissection for cT1N0M0 Invasive NSCLC With CTR>0.5 Located in the Apical Segment (ECTOP-1018),"

1. Patients who sign the informed consent form and are willing to complete the study according to the plan;
2. Aged from 18 to 80 years old;
3. ECOG equals 0 or 1;
4. Not receiving lung cancer surgery before;
5. Resectable peripheral cT1N0M0 tumors with CTR\>0.5 located in the apical segment;
6. Non-lepidic predominant invasive NSCLC dignosed by frozen section;
7. Not receiving chemotherapy or radiotherapy before.

","[""Are you willing to sign the informed consent form and complete the study according to the plan?"", ""How old are you?"", ""What is your ECOG performance status?"", ""Have you had lung cancer surgery before?"", ""What is the location of your tumor?"", ""What is the size of your tumor (CTR)?"", ""Has your tumor been diagnosed as non-lepidic predominant invasive NSCLC by frozen section?"", ""Have you received chemotherapy or radiotherapy before?""]"
NCT05703581,"Application of ""Heidelberg Triangle"" Dissection in Pancreatoduodenectomy and Distal Pancreatectomy","

1. Patients diagnosed by preoperative imaging and auxiliary examination as resectable or borderline resectable pancreatic malignant tumor or periampullary carcinoma who underwent pancreatoduodenectomy or distal pancreatectomy, with or without TRIANGLE operation.
2. Patients who have no serious abnormalities of blood system, heart and lung function and immune deficiency and can tolerate surgery.
3. Be able to comply with the research visit plan and other program requirements

","[""Have you been diagnosed with a resectable or borderline resectable pancreatic malignant tumor or periampullary carcinoma?"", ""What type of surgery did you undergo?"", ""Did you undergo a TRIANGLE operation?"", ""Do you have any serious abnormalities of blood system, heart and lung function, or immune deficiency?"", ""Can you tolerate surgery?"", ""Are you able to comply with the research visit plan and other program requirements?""]"
NCT05010681,Lenvatinib Plus Sintilimab in Patients With Immune Checkpoint Inhibitor Previously Treated Advanced Liver Cancer,"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Participants must have unresectable or metastatic histologically or cytologically confirmed hepatocellular carcinoma or intrahepatic cholangiocarcinoma
* Participants must have disease progression with an anti-PD-1 or anti-PD-L1 based regimen.
* At least one measurable site of disease as defined by RECIST 1.1 criteria with spiral CT scan or MRI.
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you provided written informed consent for this study?"", ""What is your age at the time of study entry?"", ""Have you been diagnosed with unresectable or metastatic hepatocellular carcinoma or intrahepatic cholangiocarcinoma?"", ""Have you experienced disease progression with an anti-PD-1 or anti-PD-L1 based regimen?"", ""Do you have at least one measurable site of disease as defined by RECIST 1.1 criteria with spiral CT scan or MRI?"", ""What is your performance status (PS) on the ECOG scale?"", ""What is your life expectancy in weeks?"", ""What is your absolute neutrophil count?"", ""What is your platelet count?"", ""What is your total bilirubin level?"", ""What are your Aspartate Aminotransferase (SGOT) and Alanine aminotransferase (SGPT) levels?"", ""What is your International normalized ratio (INR)?"", ""What is your albumin level?"", ""What is your serum creatinine level?"", ""What is your creatinine clearance (CrCl) if using the Cockcroft-Gault formula?"", ""Are you a female patient with reproductive potential? If so, what was the result of your urine or serum pregnancy test within 7 days prior to start of trial?"", ""Are you willing and able to comply with the protocol for the duration of the study?""]"
NCT04978012,Fluzoparib and Camrelizumab in Treating Patients With R/M NPC That Progressed After First-line Chemotherapy,"

1. Sign an informed consent;
2. Age older than 18 years old and younger than 75 years old;
3. Patients with histologically confirmed recurrent/metastatic nasopharyngeal carcinoma, that progressed after at least first-line chemotherapy, according to RECIST 1.1 criteria;
4. No previous treatment of PD-1/L1 inhibitors, CTLA-4 inhibitors, other checkpoint inhibitors or immune modulation therapy, or PARP inhibitors;
5. At least one lesion that fulfills the criteria of ""Evaluable Disease"" per RECIST 1.1 Criteria;
6. Anticipated overall survival more than 3 months;
7. Satisfactory performance status: ECOG (Eastern Cooperative Oncology Group) scale 0-2;
8. Normal organ function;
9. HBV DNA\<500 IU/mL（or 2500 copies/mL）and HCV RNA negative ;
10. Male and no pregnant female, able to adapt birth control methods during treatment.

","[""Have you signed an informed consent?"", ""What is your age?"", ""Have you been diagnosed with recurrent/metastatic nasopharyngeal carcinoma?"", ""Have you received at least first-line chemotherapy?"", ""Have you received previous treatment of PD-1/L1 inhibitors, CTLA-4 inhibitors, other checkpoint inhibitors or immune modulation therapy, or PARP inhibitors?"", ""Do you have at least one lesion that fulfills the criteria of 'Evaluable Disease' per RECIST 1.1 Criteria?"", ""How long do you anticipate your overall survival to be?"", ""What is your ECOG (Eastern Cooperative Oncology Group) scale?"", ""Do you have normal organ function?"", ""What is your HBV DNA level?"", ""Are you HCV RNA negative?"", ""Are you a male or a non-pregnant female?"", ""Are you able to adapt birth control methods during treatment?""]"
NCT04299581,Cryoablation Combined With Anti-PD-1 Antibody in Patients With Advanced Intrahepatic Cholangiocarcinoma,"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Participants must have unresectable or metastatic histologically or cytologically confirmed intrahepatic cholangiocarcinoma
* Participants must have failed 1 line of systemic regimens for advanced cholangiocarcinoma due to disease progression or toxicity.
* At least one measurable site of disease as defined by RECIST criteria with spiral CT scan or MRI.
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula ).
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you provided written informed consent for this study?"", ""What is your age?"", ""Have you been diagnosed with unresectable or metastatic intrahepatic cholangiocarcinoma?"", ""How many lines of systemic regimens have you failed for advanced cholangiocarcinoma?"", ""Do you have at least one measurable site of disease as defined by RECIST criteria?"", ""What is your performance status (PS) according to the ECOG scale?"", ""What is your life expectancy in weeks?"", ""What is your absolute neutrophil count?"", ""What is your platelet count?"", ""What is your total bilirubin level?"", ""What are your Aspartate Aminotransferase (SGOT) and Alanine aminotransferase (SGPT) levels?"", ""What is your International normalized ratio (INR)?"", ""What is your albumin level?"", ""What is your serum creatinine level?"", ""If female, are you pregnant or breastfeeding?"", ""Are you willing and able to comply with the protocol for the duration of the study?""]"
NCT04320810,Developing Metagenomic Approaches to Identify the Causes of Pediatric Infectious Diseases,"

* Patients are highly suspected of sepsis；
* Patients are highly suspected of respiratory infections；
* Patients are highly suspected of central nervous system infection；
* Patients are highly suspected of fever of unknown origin

","[""Do you have a fever or have you had a fever recently?"", ""How long have you had a fever?"", ""Have you experienced any symptoms of respiratory infection, such as coughing or shortness of breath?"", ""Have you noticed any changes in your mental status or behavior?"", ""Have you experienced any symptoms of central nervous system infection, such as headache or stiff neck?"", ""Have you traveled recently or been exposed to anyone with a similar illness?"", ""What is your current body temperature?"", ""Have you experienced any symptoms of sepsis, such as rapid heart rate or rapid breathing?"", ""How would you describe your overall health in the past week?""]"
NCT05759312,Zimberelimab Plus Metformin for Recurrent Ovarian Clear Cell Carcinoma,"

* Age ≥ 18 years to ≤ 75 years
* Pathologic confirmed ovarian clear cell carcinoma
* Patients with recurrent or persistent ovarian clear cell carcinoma must have at least one-line pretreated platinum-containing chemotherapy
* According to the definition of RECIST1.1, the patient must have measurable lesions
* PD-L1 Combined Positive Score ≥ 1
* ECOG performance status of 0 to 2
* Adequate bone marrow, liver, and renal function to receive combined immunotherapy
* Written informed consent

","[""What is your age?"", ""Have you been pathologically diagnosed with ovarian clear cell carcinoma?"", ""Have you received at least one line of pretreatment with platinum-containing chemotherapy for recurrent or persistent ovarian clear cell carcinoma?"", ""Do you have measurable lesions according to RECIST1.1 definition?"", ""What is your PD-L1 Combined Positive Score?"", ""What is your ECOG performance status?"", ""Do you have adequate bone marrow, liver, and renal function to receive combined immunotherapy?"", ""Have you provided written informed consent?""]"
NCT05759546,PARP Inhibitor With CDK4/6 Inhibitor and Endocrine Therapy in HR+/ HER2-Advanced Breast Cancer,"

* Females ≥18 years and ≤ 75 years old;
* Histologically confirmed HR + / HER2- invasive breast cancer (specific definition: immunohistochemical detection of ER\> 10% tumor cell positive is defined as ER positive, PR\> 10% tumor cell positive is defined as PR positive, ER and / or PR Positive is defined as HR positive; HER2 0-1 + or HER2 is ++ but negative followed by FISH detection, no amplification, defined as HER2 negative);
* Subtype of similarity network fusion-3 (SNF-3) confirmed by the Department of Pathology and Key Laboratory of Breast Cancer of Fudan University Affiliated Cancer Hospital • Locally advanced breast cancer (incapable of radical local treatment) or recurrent metastatic breast cancer;
* Measurable disease according to Response Evaluation Criteria in Solid Tumors v1.1 (RECIST v1.1); or unmeasurable lytic or mixed (osteolytic + osteoblastic) bone lesions in the absence of measurable lesions;
* Has adequate bone marrow function: absolute neutrophil count \> 1.5x10ˆ9 /L; platelet count \> 75x10ˆ9 /L, hemoglobin \> 9g/dL;
* Patients had received no previous chemotherapy or targeted therapy for metastatic disease
* Has adequate liver function and kidney function: serum creatinine
* ECOG score ≤ 2 and life expectancy ≥ 3 months;
* Participants voluntarily joined the study, has signed informed consent before any trial related activities are conducted, has good compliance and has agreed to follow-up.

","[""What is your age?"", ""Are you female?"", ""Have you been histologically confirmed to have HR+/HER2- invasive breast cancer?"", ""What is the percentage of ER positive tumor cells?"", ""What is the percentage of PR positive tumor cells?"", ""Has your HER2 status been confirmed by FISH detection?"", ""Do you have locally advanced breast cancer or recurrent metastatic breast cancer?"", ""Do you have measurable disease according to RECIST v1.1?"", ""What is your absolute neutrophil count?"", ""What is your platelet count?"", ""What is your hemoglobin level?"", ""Have you received previous chemotherapy or targeted therapy for metastatic disease?"", ""What is your serum creatinine level?"", ""What is your ECOG score?"", ""What is your life expectancy?"", ""Have you voluntarily joined the study and signed informed consent?""]"
NCT04996446,ALPPS Combined With Tislelizumab in Liver Malignancy,"

1. Age ≥18 years and ≤70 years;
2. ECOG physical condition score: 0\~1;
3. Clinical/pathological diagnosis of primary liver cancer or intrahepatic metastatic colorectal cancer;
4. Clinical evaluation requires (extended) hemihepatectomy;
5. Liver function Child A level
6. sFLR \< 30%
7. The main organs function well, and the examination indicators meet the following requirements:

   Routine blood tests:

   Hemoglobin ≥90 g/L (no blood transfusion within 14 days); Neutrophil count ≥1.5×10\^9/L; Platelet count ≥80×10\^9/L;

   Biochemical examination:

   Total bilirubin ≤2×ULN (upper normal value); ALT or AST ≤ 2.5×ULN; Endogenous creatinine clearance ≥ 50 mL /min (Cockcroft-Gault formula);
8. Sign the informed consent voluntarily;
9. Good compliance, and family members willing to cooperate with follow-up.

","[""What is your age?"", ""Do you have an ECOG physical condition score of 0 or 1?"", ""Have you been diagnosed with primary liver cancer or intrahepatic metastatic colorectal cancer?"", ""Do you require (extended) hemihepatectomy based on clinical evaluation?"", ""What is your liver function level?"", ""What is your sFLR percentage?"", ""What is your hemoglobin level?"", ""Have you received a blood transfusion within the last 14 days?"", ""What is your neutrophil count?"", ""What is your platelet count?"", ""What is your total bilirubin level?"", ""What is your ALT or AST level?"", ""What is your endogenous creatinine clearance?"", ""Have you signed the informed consent voluntarily?"", ""Are you willing to cooperate with follow-up and do your family members agree to cooperate?""]"
NCT06125210,Application of Early Bundle Management of Mechanical Ventilation to Prevent Ventilator Dependence in Children,"

（1）All stable children receiving mechanical ventilation

（1）Stable condition: respiratory rate does not exceed 20% of the basic respiratory rate, PEEP\< 8. 60%, VIS score\< 20, there is no hypotension (70mmHg+ age ×2, 70mmHg under one year old), no higher than the P95 of the same sex and age

","[""What is your respiratory rate?"", ""Is your PEEP level less than 8?"", ""What is your VIS score?"", ""Do you have hypotension?"", ""What is your blood pressure?"", ""Is your blood pressure higher than 70mmHg + your age \u00d7 2?"", ""Is your blood pressure higher than 70mmHg if you are under one year old?"", ""Is your respiratory rate within the P95 of the same sex and age?""]"
NCT05966714,Neonatal Cerebral Oxygenation and Electrical Activity at Different Altitude Levels,"

1. Singleton term infants (gestational age between 37 0/7 and 41 6/7 weeks) born in the participating hospital.
2. Infants appear well as defined by normal vital signs (heart rate ranging from 110 to 180 beats/min, respiratory rate ranging from 30 to 60 breaths/min, temperature ranging from 36.5°C to 37.5°C), absence of signs of illness such as cyanosis, respiratory distress and heart murmur.
3. The mother is permanent residence of the current altitude level and live in the study area for the entire duration of pregnancy.

","[""What is your infant's gestational age?"", ""Is your infant's heart rate between 110 to 180 beats/min?"", ""Does your infant have a normal respiratory rate (30 to 60 breaths/min)?"", ""Is your infant's temperature between 36.5\u00b0C to 37.5\u00b0C?"", ""Does your infant show any signs of illness such as cyanosis, respiratory distress, or heart murmur?"", ""How long have you lived in the study area during your pregnancy?"", ""Are you a permanent resident of the current altitude level?""]"
NCT05036395,The Effect of AI-assisted cEEG Diagnosis on the Administration of Antiseizure Medication in Neonatal Seizures,"

* Postnatal age \< or = 28 days;
* cEEG monitoring at least 24hours monitoring;
* Suspected seizures；
* Abnormal movement;
* Brain infarction；
* Risk of Intracranial hemorrhage;
* Abnormality of brain MRI or ultrasound;
* Hypoxic-ischemic encephalopathy or suspected Hypoxic-ischemic encephalopathy;
* Central nervous system (CNS) or systemic infections;
* Suspected genetic diseases or Positive genetic diagnoses;

","[""How old is your baby?"", ""Has your baby had a cEEG monitoring for at least 24 hours?"", ""Have you suspected seizures in your baby?"", ""Has your baby shown abnormal movements?"", ""Has your baby had a brain infarction?"", ""Is your baby at risk of intracranial hemorrhage?"", ""Have any abnormalities been found in your baby's brain MRI or ultrasound?"", ""Has your baby been diagnosed with hypoxic-ischemic encephalopathy or suspected to have it?"", ""Has your baby had a central nervous system (CNS) or systemic infection?"", ""Has your baby been suspected to have a genetic disease or been diagnosed with one?""]"
NCT05086614,Thymosin-alpha 1 for Adjuvant Treatment After Radical Resection of High-risk Stage II and III Colorectal Cancer,"

* Colorectal cancer receiving radical resection
* Pathologically diagnosed with high-risk stage II or stage III
* Eastern Cooperative Oncology Group performance status of 0-2
* Adequate hepatic, renal, and hematologic function

","[""Have you received radical resection for colorectal cancer?"", ""What is your pathological diagnosis stage for colorectal cancer?"", ""Is your Eastern Cooperative Oncology Group performance status 0, 1, or 2?"", ""Do you have adequate hepatic function?"", ""Do you have adequate renal function?"", ""Do you have adequate hematologic function?""]"
NCT05847855,Multi-dimensional Fragmentomic Assay for Early Detection of Pancreatic Neuroendocrine Tumors,"

* Age 18 and above, regardless of gender;
* Histopathological diagnosis with pancreatic neuroendocrine tumor before surgery;
* Not receiving any anti-tumor treatment before surgery, including chemotherapy, embolization, ablation, radiotherapy, and molecular targeted therapy;
* No obvious surgical contraindications;
* Able to comply with research plans, follow-up plans, and other protocol requirements;
* Voluntary participation and signed informed consent.

","[""How old are you?"", ""Have you been diagnosed with pancreatic neuroendocrine tumor?"", ""Have you received any anti-tumor treatment before surgery, including chemotherapy, embolization, ablation, radiotherapy, and molecular targeted therapy?"", ""Do you have any obvious surgical contraindications?"", ""Are you able to comply with research plans, follow-up plans, and other protocol requirements?"", ""Have you signed informed consent voluntarily?""]"
