nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT06017284,Thalidomide to Chemotherapy Related Nausea and Vomiting in Pancreatic Cancer,"

* Ability to understand and the willingness to sign a written informed consent document.
* Age ≥ 18 years and ≤ 80 years.
* Eastern Cooperative Oncology Group (ECOG) performance status 0-2.
* Histologically or cytologically confirmed metastatic pancreas adenocarcinoma.
* Adequate organ performance based on laboratory blood tests.
* Presence of at least of one measurable lesion in agreement to Response Evaluation Criteria in Solid Tumors (RECIST) criteria.
* The expected survival ≥ 3 months.
* Women of childbearing potential and men must agree to use adequate contraception prior to study entry and for the duration of study participation.

","[""Are you able to understand and willing to sign a written informed consent document?"", ""How old are you?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status number?"", ""Has your pancreas adenocarcinoma been confirmed histologically or cytologically and is it metastatic?"", ""Do you have adequate organ performance based on your laboratory blood tests?"", ""Do you have at least one measurable lesion that meets the Response Evaluation Criteria in Solid Tumors (RECIST) criteria?"", ""Is your expected survival at least 3 months?"", ""If you are a woman of childbearing potential or a man, will you agree to use adequate contraception prior to study entry and for the duration of study participation?""]"
NCT06092164,Visual Outcomes of Functional Intraocular Lenses in Cataracts,"

* cataract
* age \> 18 years

","[""Have you been diagnosed with cataract?"", ""How old are you?""]"
NCT05238064,Parsaclisib in Combination With CHOP in Participants With Previously Untreated PTCL,"

* 1. Subjects fully understand and voluntarily participate in this study and sign informed consent
* 2. Age≥18, ≤70 years
* 3. Histologically confirmed diagnosis of treatment-naïve PTCL, including peripheral T-cell lymphoma-not otherwise specified (PTCL-NOS), anaplastic large cell lymphoma (ALCL, ALK+ALCL with IPI≥2, no limitation with ALC-ALCL), angioimmunoblastic T-cell lymphoma (AITL), enteropathy related T-cell lymphoma, hepatosplenic T-cell, γ/δ T-cell lymphoma; Other PTCL that investigators consider to be appropriate to be enrolled.
* 4. No previous systemic treatment before enrollment.
* 5. At least one measurable lesions according to LUGANO 2014 criteria.
* 6. Eastern Cooperative Oncology Group (ECOG) Performance Status (PS) 0-2.
* 7. Life expectancy ≥3 months.
* 8. Ineligible or decline to receive autologous stem cell transplantation (ASCT).
* 9. Adequate main organ function defined as the following required baseline laboratory data: Absolute neutrophil count (ANC)≥1.5×109/L without given G-CSF within 14 days; Platelet count (PLT)≥75×109/L without given transfusion with 14 days; Hemoglobin (HB)≥8g/dL without given transfusion or erythropoietin; Total bilirubin (TBIL)≤1.5X upper limit of normal (ULN); Aspartate aminotransferase (AST) and alanine aminotransferase (ALT)≤2.5X ULN; Serum creatinine (Scr)≤1.5X ULN; Left ventricular ejection fraction (LVEF)≥50%; For female participants of childbearing period, a negative urine or serum pregnancy test should be performed with 1 week prior to receiving first dose of investigational drug (day 1 of cycle 1). If a urine pregnancy test result cannot be confirmed as negative, a blood pregnancy test is required. Women of non-reproductive age was defined as at least 1 year after menopause or having undergone surgical sterilization or hysterectomy.
* 10.If there is a risk of pregnancy, all participants (both men and women) are required to use a contraceptive with an annual failure rate of less than 1% for entire treatment period up to 120 days after the last dose of investigational drug (or 180 days after chemotherapeutic drug).

","[""Do you fully understand the study and agree to participate voluntarily by signing the informed consent?"", ""How old are you?"", ""Has your diagnosis of PTCL been confirmed histologically, and does it include one of the specified types such as PTCL-NOS, ALCL, AITL, or others as considered appropriate by the investigators?"", ""Have you received any systemic treatment for your condition before enrollment?"", ""Do you have at least one measurable lesion according to LUGANO 2014 criteria?"", ""What is your Eastern Cooperative Oncology Group (ECOG) Performance Status score?"", ""Do you have a life expectancy of at least 3 months?"", ""Are you ineligible or do you decline to receive autologous stem cell transplantation (ASCT)?"", ""Do you have adequate main organ function with the following laboratory values: ANC\u22651.5\u00d710^9/L, PLT\u226575\u00d710^9/L, HB\u22658g/dL, TBIL\u22641.5X ULN, AST and ALT\u22642.5X ULN, Scr\u22641.5X ULN, LVEF\u226550%?"", ""Have you taken a pregnancy test within the last week if you are a female of childbearing age?"", ""Are you willing to use a contraceptive with an annual failure rate of less than 1% for the entire treatment period and up to 120 days after the last dose of the investigational drug, or 180 days after chemotherapeutic drug, if there is a risk of pregnancy?""]"
NCT06085690,"Multicenter Clinical Translational Study of ""ICU-NO CRBSI"" Based on Improvement Science","

* ICU stay over 48 hours
* CVC was placed for more than 24 hours

","[""How long have you stayed in the ICU?"", ""Was the central venous catheter (CVC) placed for more than 24 hours?""]"
NCT05634590,The Efficacy and Safety of Fruquintinib Plus FOLFIRI/FOLFOX as Second-line Treatment in Patients With RAS-mutant Metastatic Colorectal Cancer,"

* ≥18 years
* Histological or cytological confirmed colorectal cancer;
* RAS mutation
* Expected survival \>12 weeks;
* Fail in previous standard therapy, which must include FOLFOX/FOLFIRI;
* ECOG PS 0-1;
* At least one measurable lesion (according to RECIST1.1);
* Adequate hepatic, renal, heart, and hematologic functions;
* Negative serum pregnancy test at screening for women of childbearing potential.

","[""Are you 18 years of age or older?"", ""Has your colorectal cancer been confirmed histologically or cytologically?"", ""Do you have a RAS mutation in your cancer?"", ""Is your expected survival more than 12 weeks?"", ""Have you failed previous standard therapy, which includes FOLFOX/FOLFIRI?"", ""What is your Eastern Cooperative Oncology Group Performance Status (ECOG PS)?"", ""Do you have at least one measurable lesion according to RECIST 1.1?"", ""Do you have adequate hepatic, renal, heart, and hematologic functions?"", ""Have you had a negative serum pregnancy test within the last 28 days?""]"
NCT04215003,A Clinical Trial of Breast Cancer Neo-adjuvant Therapy Based on Molecular Pathway in FUSCC,"

* Age: 18-70 years old Expected survival \> 12 months Baseline ECOG Performance Status rating 0-1 Naïve to chemotherapy or hormonal treatments Radiologically confirmed and biopsy diagnosed invasive ductal carcinoma of breast and prepared to be treated surgically Locally advance breast cancer of stage IIb-IIIc No concurrent malignancy (except controlled cervical carcinoma in situ or basal cell carcinoma of skin) Patients have measurable lesions (according to RECIST v1.1 criteria) Intention to cooperate with baseline puncture and neoadjuvant therapy No advanced metastasis or metastasis involving brain or liver Adequate bone marrow function, blood routine examination shows neutrophil count ≥ 1.5x109/L, hemoglobin level ≥ 100 g/L, Platelets ≥ 100 x 109/L Adequate liver and kidney function, serum aminotransferase (AST) ≤ 60U/L, serum total bilirubin ≤ 2.5 times ULN, serum creatinine ≤110μmol/L, urea nitrogen ≤7.1mmol/L No coagulation abnormality Normal heart function, with normal ECG and LVEF ≥ 55% Women of childbearing age agree to take reliable contraceptive measures during clinical trials, and negative serum or urine pregnancy test within 7 days prior to administration No coagulation abnormality Sign the informed consent statement and voluntarily receive follow-ups, treatments, laboratory tests and other research procedures according to protocol.

","[""How old are you?"", ""Do you expect to survive more than 12 months?"", ""What is your baseline ECOG Performance Status rating?"", ""Have you received chemotherapy or hormonal treatments before?"", ""Has your invasive ductal carcinoma of the breast been confirmed by radiology and biopsy?"", ""What stage is your locally advanced breast cancer?"", ""Do you have any concurrent malignancy apart from controlled cervical carcinoma in situ or basal cell carcinoma of skin?"", ""Do you have measurable lesions according to RECIST v1.1 criteria?"", ""Are you willing to cooperate with baseline puncture and neoadjuvant therapy?"", ""Do you have advanced metastasis or metastasis involving the brain or liver?"", ""What is your neutrophil count?"", ""Is your hemoglobin level at least 100 g/L?"", ""What is your platelet count?"", ""Is your serum aminotransferase (AST) level 60U/L or less?"", ""Is your serum total bilirubin level 2.5 times the upper limit of normal (ULN) or less?"", ""Is your serum creatinine level 110\u03bcmol/L or less?"", ""Is your urea nitrogen level 7.1mmol/L or less?"", ""Do you have any coagulation abnormalities?"", ""Do you have normal heart function with a normal ECG and LVEF of 55% or more?"", ""If you are a woman of childbearing age, do you agree to take reliable contraceptive measures during clinical trials?"", ""Have you taken a negative serum or urine pregnancy test within 7 days prior to administration?"", ""Are you willing to sign the informed consent statement and voluntarily receive follow-ups, treatments, laboratory tests, and other research procedures according to the protocol?""]"
NCT03786003,ELobectomy for NSCLC by VATS Versus Thoracotomy (ECTOP-1007),"

* Clinical stage T1N0M0 and surgical resectable.
* Solid appearance on computed tomography scan.
* Age 18 to 75 year.
* Signed the informed consent form.

","[""Are you at the clinical stage T1N0M0 and is your condition surgically resectable?"", ""Does your tumor appear solid on a computed tomography scan?"", ""How old are you?"", ""Have you signed the informed consent form?""]"
NCT05717803,Segmentectomy for Ground Glass-dominant Invasive Lung Cancer (ECTOP-1012),"

* Patients who sign the informed consent form and are willing to complete the study according to the plan;
* Aged from 18 to 80 years old;
* ECOG equals 0 or 1;
* Not receiving lung cancer surgery before;
* Confirmed to be invasive lung adenocarcinoma intraoperatively or postoperatively;
* Ground glass-dominant lung nodules
* Consolidation-to-tumor ratio (CTR) ranges from 0 to 0.5, and tumor size ranges from 2 to 3cm;
* cN0 without distant metastasis;
* Tumors could be completely resected assed by surgeons;
* Not receiving chemotherapy or radiotherapy before.

","[""Have you signed the informed consent form and agree to complete the study as planned?"", ""How old are you? Please provide your age in years."", ""What is your Eastern Cooperative Oncology Group (ECOG) score? Is it 0 or 1?"", ""Have you undergone lung cancer surgery before?"", ""Has your lung adenocarcinoma been confirmed as invasive, either intraoperatively or postoperatively?"", ""Do you have ground glass-dominant lung nodules?"", ""What is the Consolidation-to-Tumor Ratio (CTR) of your tumor? Please specify if it is between 0 to 0.5."", ""What is the size of your tumor? Is it between 2 to 3 cm?"", ""Are you cN0 without distant metastasis?"", ""Can your tumor be completely resected, as assessed by the surgeons?"", ""Have you received chemotherapy or radiotherapy before?""]"
NCT04835064,Pancreatic Cancer With Elevated Serum CA125 Were Compared With Those Who Did Not Receive Neoadjuvant Chemotherapy.,"

1. Voluntarily participate and sign the informed consent;
2. Age ≥18 years old and ≤75 years old, no gender limitation;
3. ECOG score ≤1;
4. Imaging evaluation of resectable pancreatic cancer, serum CA125≥35 U/mL;
5. pancreatic adenocarcinoma confirmed by pathology after pancreatic puncture or surgery;
6. No distant metastasis, malignant abdominal effusion or pleural effusion before neoadjuvant chemotherapy;Postoperative baseline chest, abdomen and pelvis CT showed no tumor metastasis/recurrence.
7. Expected survival ≥3 months;
8. No serious hematopoietic dysfunction, abnormal functions of heart, lung, liver and kidney and immune deficiency were observed. The laboratory test results met the following criteria: blood routine indicators: white blood cell (WBC) ≥3×109/L;Absolute neutrophils count (ANC) ≥1.5×109/L;Platelet (PLT) ≥100×109/L;Hemoglobin (HGB) ≥9g/dL;Blood biochemical indexes: AST (SGOT), ALT (SGPT) ≤2.5× upper limit of normal value (ULN);Total bilirubin (TBil) ≤ULN;Serum creatinine (CRE) ≤1.5×ULN;Coagulation function: Prothrombin time (PT), international standardized ratio (INR) ≤1.5×ULN;
9. the willingness of women with potential fertility to use medically approved contraceptives in the trial;
10. Able to follow the research visit plan and other program requirements.

","[""Are you participating voluntarily and have you signed the informed consent?"", ""How old are you?"", ""What is your Eastern Cooperative Oncology Group (ECOG) score?"", ""Has your pancreatic cancer been evaluated as resectable through imaging, and is your serum CA125 level 35 U/mL or higher?"", ""Has your pancreatic adenocarcinoma been confirmed by pathology after pancreatic puncture or surgery?"", ""Do you have any distant metastasis, malignant abdominal effusion, or pleural effusion before neoadjuvant chemotherapy?"", ""Based on your postoperative baseline chest, abdomen, and pelvis CT, is there no tumor metastasis or recurrence?"", ""Is your expected survival at least 3 months?"", ""Do you have serious hematopoietic dysfunction, abnormal functions of heart, lung, liver, kidney, or immune deficiency?"", ""Please provide your blood routine indicators: white blood cell (WBC) count, Absolute neutrophils count (ANC), Platelet (PLT) count, and Hemoglobin (HGB) level."", ""Are your AST (SGOT) and ALT (SGPT) levels less than or equal to 2.5 times the upper limit of normal value, your Total bilirubin (TBil) level less than or equal to the upper limit of normal value, and your Serum creatinine (CRE) level less than or equal to 1.5 times the upper limit of normal value?"", ""Are you able to use medically approved contraceptives if you are a woman with potential fertility?"", ""Can you follow the research visit plan and other program requirements?""]"
NCT05009446,Single Arm Study of Induction Chemoradiotherapy Combined With Surgery in the Treatment of Locally Advanced SNMM,"

1. Age over 18 years old;
2. Pathologically confirmed with sinonasal mucosal melanoma;
3. Eligible for assessment by enhanced contrast computed tomography scan or magnetic Resonance Imaging (MRI);
4. T4N0-1M0 according to the 8th edition American Joint Committee on Cancer (AJCC) staging system, and breaks through the natural anatomical boundaries of orbital fascia or dura mater; or 2) any Tumor stage, with retropharyngeal node metastasis. unresectable tumor after multi-disciplinary team (MDT) discussion.
5. Eastern Cooperative Oncology Group (ECOG) score between 0 to 2;
6. No distant metastasis;
7. Adequate organ function;
8. Sign the informed consent forms.

","[""Are you over 18 years old?"", ""Has your sinonasal mucosal melanoma been confirmed pathologically?"", ""Are you eligible for assessment by enhanced contrast computed tomography scan or MRI?"", ""According to the 8th edition AJCC staging system, is your condition T4N0-1M0 and does it break through the natural anatomical boundaries of orbital fascia or dura mater, or do you have retropharyngeal node metastasis with an unresectable tumor after MDT discussion?"", ""What is your Eastern Cooperative Oncology Group (ECOG) score?"", ""Do you have any distant metastasis?"", ""Do you have adequate organ function?"", ""Have you signed the informed consent forms?""]"
NCT06031246,Selective Lymph Node Dissection for cT1N0M0 Invasive NSCLC With CTR>0.5 Located in the Apical Segment (ECTOP-1018),"

1. Patients who sign the informed consent form and are willing to complete the study according to the plan;
2. Aged from 18 to 80 years old;
3. ECOG equals 0 or 1;
4. Not receiving lung cancer surgery before;
5. Resectable peripheral cT1N0M0 tumors with CTR\>0.5 located in the apical segment;
6. Non-lepidic predominant invasive NSCLC dignosed by frozen section;
7. Not receiving chemotherapy or radiotherapy before.

","[""Have you signed the informed consent form and agree to complete the study as planned?"", ""How old are you?"", ""What is your Eastern Cooperative Oncology Group (ECOG) score?"", ""Have you undergone lung cancer surgery before?"", ""Do you have a resectable peripheral cT1N0M0 tumor with a CTR greater than 0.5 located in the apical segment?"", ""Has non-lepidic predominant invasive NSCLC been diagnosed in your frozen section biopsy?"", ""Have you received chemotherapy or radiotherapy before?""]"
NCT05703581,"Application of ""Heidelberg Triangle"" Dissection in Pancreatoduodenectomy and Distal Pancreatectomy","

1. Patients diagnosed by preoperative imaging and auxiliary examination as resectable or borderline resectable pancreatic malignant tumor or periampullary carcinoma who underwent pancreatoduodenectomy or distal pancreatectomy, with or without TRIANGLE operation.
2. Patients who have no serious abnormalities of blood system, heart and lung function and immune deficiency and can tolerate surgery.
3. Be able to comply with the research visit plan and other program requirements

","[""Have you been diagnosed with a pancreatic malignant tumor or periampullary carcinoma that is considered resectable or borderline resectable through preoperative imaging and auxiliary examination?"", ""Did you undergo pancreatoduodenectomy or distal pancreatectomy, with or without TRIANGLE operation?"", ""Do you have any serious abnormalities of the blood system, heart and lung function, or immune deficiency that would prevent you from tolerating surgery?"", ""Are you able to comply with the research visit plan and other program requirements?"", ""Please indicate the type of surgery you underwent (pancreatoduodenectomy or distal pancreatectomy).""]"
NCT05010681,Lenvatinib Plus Sintilimab in Patients With Immune Checkpoint Inhibitor Previously Treated Advanced Liver Cancer,"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Participants must have unresectable or metastatic histologically or cytologically confirmed hepatocellular carcinoma or intrahepatic cholangiocarcinoma
* Participants must have disease progression with an anti-PD-1 or anti-PD-L1 based regimen.
* At least one measurable site of disease as defined by RECIST 1.1 criteria with spiral CT scan or MRI.
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you provided written informed consent to participate in the study?"", ""How old are you at the time of entering this study?"", ""Have you been diagnosed with unresectable or metastatic hepatocellular carcinoma or intrahepatic cholangiocarcinoma that is histologically or cytologically confirmed?"", ""Have you experienced disease progression while on an anti-PD-1 or anti-PD-L1 based regimen?"", ""Do you have at least one measurable site of disease as defined by RECIST 1.1 criteria, which has been confirmed by a spiral CT scan or MRI?"", ""What is your performance status (PS) on the ECOG scale?"", ""Do you have a life expectancy of at least 12 weeks?"", ""Do you meet the following blood count, liver-enzymes, and renal function criteria? (absolute neutrophil count \u2265 1,500/L, platelets \u2265 75 x 10^3/L; Total bilirubin \u2264 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) \u2264 5 x upper normal limit; INR \u2264 1.25; Albumin \u2265 31 g/dL; Serum Creatinine \u2264 1.5 x institutional ULN or creatinine clearance (CrCl) \u2265 30 mL/min)"", ""If you are a female with reproductive potential, have you taken a negative urine or serum pregnancy test within 7 days prior to the start of the trial?"", ""Are you willing and able to comply with the protocol for the duration of the study, including undergoing treatment, adherence to contraceptive measures, scheduled visits, and examinations including follow-up?""]"
NCT04978012,Fluzoparib and Camrelizumab in Treating Patients With R/M NPC That Progressed After First-line Chemotherapy,"

1. Sign an informed consent;
2. Age older than 18 years old and younger than 75 years old;
3. Patients with histologically confirmed recurrent/metastatic nasopharyngeal carcinoma, that progressed after at least first-line chemotherapy, according to RECIST 1.1 criteria;
4. No previous treatment of PD-1/L1 inhibitors, CTLA-4 inhibitors, other checkpoint inhibitors or immune modulation therapy, or PARP inhibitors;
5. At least one lesion that fulfills the criteria of ""Evaluable Disease"" per RECIST 1.1 Criteria;
6. Anticipated overall survival more than 3 months;
7. Satisfactory performance status: ECOG (Eastern Cooperative Oncology Group) scale 0-2;
8. Normal organ function;
9. HBV DNA\<500 IU/mL（or 2500 copies/mL）and HCV RNA negative ;
10. Male and no pregnant female, able to adapt birth control methods during treatment.

","[""Have you signed an informed consent?"", ""How old are you?"", ""Have you been diagnosed with histologically confirmed recurrent/metastatic nasopharyngeal carcinoma that progressed after first-line chemotherapy according to RECIST 1.1 criteria?"", ""Have you previously been treated with PD-1/L1 inhibitors, CTLA-4 inhibitors, other checkpoint inhibitors, immune modulation therapy, or PARP inhibitors?"", ""Do you have at least one lesion that fulfills the criteria of 'Evaluable Disease' per RECIST 1.1 Criteria?"", ""Is your anticipated overall survival more than 3 months?"", ""What is your ECOG (Eastern Cooperative Oncology Group) performance status score?"", ""Do you have normal organ function?"", ""Is your HBV DNA level less than 500 IU/mL or 2500 copies/mL and HCV RNA negative?"", ""Are you a male and not a pregnant female, and able to adapt birth control methods during treatment?""]"
NCT04299581,Cryoablation Combined With Anti-PD-1 Antibody in Patients With Advanced Intrahepatic Cholangiocarcinoma,"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Participants must have unresectable or metastatic histologically or cytologically confirmed intrahepatic cholangiocarcinoma
* Participants must have failed 1 line of systemic regimens for advanced cholangiocarcinoma due to disease progression or toxicity.
* At least one measurable site of disease as defined by RECIST criteria with spiral CT scan or MRI.
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula ).
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you provided a written informed consent to participate in this study?"", ""How old are you at the time of joining this study?"", ""Have you been diagnosed with unresectable or metastatic intrahepatic cholangiocarcinoma that is histologically or cytologically confirmed?"", ""Have you previously failed one line of systemic regimens for advanced cholangiocarcinoma due to disease progression or toxicity?"", ""Do you have at least one measurable site of disease as defined by RECIST criteria, which has been confirmed by spiral CT scan or MRI?"", ""What is your Performance Status (PS) according to the ECOG scale?"", ""Do you have a life expectancy of at least 12 weeks?"", ""Can you provide your blood count, liver-enzymes, and renal function test results to confirm adequacy as per the study requirements?"", ""Are you a female with reproductive potential? If yes, have you taken a negative urine or serum pregnancy test within 7 days prior to the start of the trial?"", ""Are you willing and able to comply with the study protocol, including treatment, adherence to contraceptive measures, scheduled visits, and examinations for the duration of the study?""]"
NCT04320810,Developing Metagenomic Approaches to Identify the Causes of Pediatric Infectious Diseases,"

* Patients are highly suspected of sepsis；
* Patients are highly suspected of respiratory infections；
* Patients are highly suspected of central nervous system infection；
* Patients are highly suspected of fever of unknown origin

","[""Are you currently experiencing symptoms that highly suggest sepsis?"", ""Have you been diagnosed with or showing strong signs of respiratory infections?"", ""Do you have symptoms that are highly indicative of a central nervous system infection?"", ""How many days have you had a fever without a known cause?""]"
NCT05759312,Zimberelimab Plus Metformin for Recurrent Ovarian Clear Cell Carcinoma,"

* Age ≥ 18 years to ≤ 75 years
* Pathologic confirmed ovarian clear cell carcinoma
* Patients with recurrent or persistent ovarian clear cell carcinoma must have at least one-line pretreated platinum-containing chemotherapy
* According to the definition of RECIST1.1, the patient must have measurable lesions
* PD-L1 Combined Positive Score ≥ 1
* ECOG performance status of 0 to 2
* Adequate bone marrow, liver, and renal function to receive combined immunotherapy
* Written informed consent

","[""Are you at least 18 years old and no older than 75 years old?"", ""Has your ovarian clear cell carcinoma been pathologically confirmed?"", ""Have you received at least one-line pretreated platinum-containing chemotherapy for recurrent or persistent ovarian clear cell carcinoma?"", ""According to RECIST1.1, do you have measurable lesions?"", ""What is your PD-L1 Combined Positive Score?"", ""What is your ECOG performance status?"", ""Do you have adequate bone marrow, liver, and renal function to receive combined immunotherapy?"", ""Have you provided written informed consent for the study?""]"
NCT05759546,PARP Inhibitor With CDK4/6 Inhibitor and Endocrine Therapy in HR+/ HER2-Advanced Breast Cancer,"

* Females ≥18 years and ≤ 75 years old;
* Histologically confirmed HR + / HER2- invasive breast cancer (specific definition: immunohistochemical detection of ER\> 10% tumor cell positive is defined as ER positive, PR\> 10% tumor cell positive is defined as PR positive, ER and / or PR Positive is defined as HR positive; HER2 0-1 + or HER2 is ++ but negative followed by FISH detection, no amplification, defined as HER2 negative);
* Subtype of similarity network fusion-3 (SNF-3) confirmed by the Department of Pathology and Key Laboratory of Breast Cancer of Fudan University Affiliated Cancer Hospital • Locally advanced breast cancer (incapable of radical local treatment) or recurrent metastatic breast cancer;
* Measurable disease according to Response Evaluation Criteria in Solid Tumors v1.1 (RECIST v1.1); or unmeasurable lytic or mixed (osteolytic + osteoblastic) bone lesions in the absence of measurable lesions;
* Has adequate bone marrow function: absolute neutrophil count \> 1.5x10ˆ9 /L; platelet count \> 75x10ˆ9 /L, hemoglobin \> 9g/dL;
* Patients had received no previous chemotherapy or targeted therapy for metastatic disease
* Has adequate liver function and kidney function: serum creatinine
* ECOG score ≤ 2 and life expectancy ≥ 3 months;
* Participants voluntarily joined the study, has signed informed consent before any trial related activities are conducted, has good compliance and has agreed to follow-up.

","[""Are you a female and how old are you?"", ""Has your invasive breast cancer been histologically confirmed as HR + / HER2-?"", ""According to the immunohistochemical detection, is your ER > 10% or PR > 10% tumor cell positive?"", ""Is your HER2 0-1+ or HER2 ++ with negative FISH detection, showing no amplification?"", ""Has the Department of Pathology and Key Laboratory of Breast Cancer of Fudan University Affiliated Cancer Hospital confirmed your SNF-3 subtype?"", ""Do you have locally advanced breast cancer or recurrent metastatic breast cancer?"", ""Do you have measurable disease according to RECIST v1.1, or unmeasurable lytic or mixed bone lesions?"", ""Please provide your absolute neutrophil count, platelet count, and hemoglobin level."", ""Have you received any previous chemotherapy or targeted therapy for metastatic disease?"", ""Is your serum creatinine level within the normal range, indicating adequate liver and kidney function?"", ""What is your ECOG score?"", ""Do you have a life expectancy of at least 3 months?"", ""Are you voluntarily joining this study, have you signed the informed consent, and do you agree to follow-up?""]"
NCT04996446,ALPPS Combined With Tislelizumab in Liver Malignancy,"

1. Age ≥18 years and ≤70 years;
2. ECOG physical condition score: 0\~1;
3. Clinical/pathological diagnosis of primary liver cancer or intrahepatic metastatic colorectal cancer;
4. Clinical evaluation requires (extended) hemihepatectomy;
5. Liver function Child A level
6. sFLR \< 30%
7. The main organs function well, and the examination indicators meet the following requirements:

   Routine blood tests:

   Hemoglobin ≥90 g/L (no blood transfusion within 14 days); Neutrophil count ≥1.5×10\^9/L; Platelet count ≥80×10\^9/L;

   Biochemical examination:

   Total bilirubin ≤2×ULN (upper normal value); ALT or AST ≤ 2.5×ULN; Endogenous creatinine clearance ≥ 50 mL /min (Cockcroft-Gault formula);
8. Sign the informed consent voluntarily;
9. Good compliance, and family members willing to cooperate with follow-up.

","[""Are you at least 18 years old and not older than 70 years old?"", ""What is your ECOG physical condition score?"", ""Have you received a clinical/pathological diagnosis of primary liver cancer or intrahepatic metastatic colorectal cancer?"", ""Does your clinical evaluation require (extended) hemihepatectomy?"", ""Is your liver function classified as Child A level?"", ""Is your sFLR less than 30%?"", ""Are your main organ functions well and do your examination indicators meet the requirements for routine blood tests and biochemical examination?"", ""Please indicate your hemoglobin level (Ensure no blood transfusion within the last 14 days): __________ g/L"", ""Is your neutrophil count at least 1.5x10^9/L?"", ""Is your platelet count at least 80x10^9/L?"", ""Is your total bilirubin level less than or equal to 2 times the upper normal value (ULN)?"", ""Are your ALT or AST levels less than or equal to 2.5 times the upper normal value (ULN)?"", ""Is your creatinine clearance at least 50 mL/min, calculated by the Cockcroft-Gault formula?"", ""Have you signed the informed consent voluntarily?"", ""Do you have good compliance and are your family members willing to cooperate with follow-up?""]"
NCT06125210,Application of Early Bundle Management of Mechanical Ventilation to Prevent Ventilator Dependence in Children,"

（1）All stable children receiving mechanical ventilation

（1）Stable condition: respiratory rate does not exceed 20% of the basic respiratory rate, PEEP\< 8. 60%, VIS score\< 20, there is no hypotension (70mmHg+ age ×2, 70mmHg under one year old), no higher than the P95 of the same sex and age

","[""Are you currently receiving mechanical ventilation and in a stable condition?"", ""Does your respiratory rate exceed 20% of your basic respiratory rate?"", ""Is your PEEP (Positive End-Expiratory Pressure) less than 8 cmH2O?"", ""What is your current VIS (Ventilator-Induced Stress) score?"", ""Are you experiencing hypotension, defined as a systolic blood pressure lower than 70mmHg plus twice your age, or lower than 70mmHg if you are under one year old?"", ""Is your current height or weight above the P95 for your sex and age?""]"
NCT05966714,Neonatal Cerebral Oxygenation and Electrical Activity at Different Altitude Levels,"

1. Singleton term infants (gestational age between 37 0/7 and 41 6/7 weeks) born in the participating hospital.
2. Infants appear well as defined by normal vital signs (heart rate ranging from 110 to 180 beats/min, respiratory rate ranging from 30 to 60 breaths/min, temperature ranging from 36.5°C to 37.5°C), absence of signs of illness such as cyanosis, respiratory distress and heart murmur.
3. The mother is permanent residence of the current altitude level and live in the study area for the entire duration of pregnancy.

","["" Were you born between 37 0/7 and 41 6/7 weeks of gestation at the participating hospital?"", "" What is your heart rate? Is it between 110 and 180 beats per minute?"", "" What is your respiratory rate? Is it between 30 and 60 breaths per minute?"", "" What is your body temperature? Is it between 36.5\u00b0C and 37.5\u00b0C?"", "" Do you have any signs of illness such as cyanosis, respiratory distress or heart murmur?"", "" Is your mother a permanent resident of the current altitude level and has she lived in the study area for the entire duration of her pregnancy?""]"
